Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
kv̩˧tsʰɑ˧ɻ̍˧ pi˥ kv̩˧tsʰɑ˥ ki˧zo˧ pi˧zo˥	kv̩˧tsʰɑ˧ɻ̍˧ pi˧ kv̩˧tsʰɑ˥ pi˧zo˩ pi˧zo˥	['kv̩˧tsʰɑ˧ɻ̍˧', 'pi˥', 'kv̩˧tsʰɑ˥', 'ki˧zo˧', 'pi˧zo˥']	['kv̩˧tsʰɑ˧ɻ̍˧', 'pi˧', 'kv̩˧tsʰɑ˥', 'pi˧zo˩', 'pi˧zo˥']	0	0.925	[1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 1.0]	0.8666666666666667
tʰi˩˥ tʰi˩˥ hĩ˧bæ˧ʈʂʰɯ˧ qʰɑ˩jɤ˩ le˩tsʰɯ˩bi˥ qo˩ho˧˥ le˧pɤ˥pɤ˩ jo˧kv̩˧˥ mæ˩	tʰi˩˥ tʰi˩˥ hĩ˧bæ˧ ʈʂʰɯ˧ qʰɑ˩jɤ˩ le˧tsʰɯ˩pi˩ qo˩ho˧˥ le˧pɤ˥pɤ˩ jo˩kv̩˥mæ˩	['tʰi˩˥', 'tʰi˩˥', 'hĩ˧bæ˧ʈʂʰɯ˧', 'qʰɑ˩jɤ˩', 'le˩tsʰɯ˩bi˥', 'qo˩ho˧˥', 'le˧pɤ˥pɤ˩', 'jo˧kv̩˧˥', 'mæ˩']	['tʰi˩˥', 'tʰi˩˥', 'hĩ˧bæ˧', 'ʈʂʰɯ˧', 'qʰɑ˩jɤ˩', 'le˧tsʰɯ˩pi˩', 'qo˩ho˧˥', 'le˧pɤ˥pɤ˩', 'jo˩kv̩˥mæ˩']	0	0.9261744966442953	[1.0, 1.0, 0.7368421052631579, 0.16666666666666666, 0.2222222222222222, 0.1111111111111111, 0.25, 0.23529411764705882, 0.46153846153846156]	0.4648527427165198
ʈæ˧bɤ˧ ʁɑ˧ʂe˩ dɑ˧pɤ˧ ʁɑ˧ʂe˩ ʐɯ˧ hwɤ˩kv̩˩mæ˩	ʈæ˧bɤ˧ ʁɑ˧ʂe˩ dɑ˧pɤ˧ ʁɑ˧ʂe˩ ʐɯ˧ hwɤ˩kv̩˩mæ˩	['ʈæ˧bɤ˧', 'ʁɑ˧ʂe˩', 'dɑ˧pɤ˧', 'ʁɑ˧ʂe˩', 'ʐɯ˧', 'hwɤ˩kv̩˩mæ˩']	['ʈæ˧bɤ˧', 'ʁɑ˧ʂe˩', 'dɑ˧pɤ˧', 'ʁɑ˧ʂe˩', 'ʐɯ˧', 'hwɤ˩kv̩˩mæ˩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ə˧tso˧ go˩	ə˧tso˧ ko˧	['ə˧tso˧', 'go˩']	['ə˧tso˧', 'ko˧']	0	0.8	[1.0, 0.3333333333333333]	0.6666666666666666
tʰi˩˥ sɯ˧pʰi˧ ɖɯ˧ʑi˩ ɲi˩tsɯ˩ mv̩˩ tʰi˩˥ kv̩˧tsʰɑ˥ki˩ dzi˩hɯ˩ɲi˩tsɯ˩ mv̩˩	tʰi˩˥ sɯ˧pʰi˧ ɖɯ˧ʑi˩pi˩tsɯ˩ mv̩˩ tʰi˩˥ kv̩˧tsʰɑ˥ki˩ dzi˩hɯ˩ ɲi˩tsɯ˩ mv̩˩	['tʰi˩˥', 'sɯ˧pʰi˧', 'ɖɯ˧ʑi˩', 'ɲi˩tsɯ˩', 'mv̩˩', 'tʰi˩˥', 'kv̩˧tsʰɑ˥ki˩', 'dzi˩hɯ˩ɲi˩tsɯ˩', 'mv̩˩']	['tʰi˩˥', 'sɯ˧pʰi˧', 'ɖɯ˧ʑi˩pi˩tsɯ˩', 'mv̩˩', 'tʰi˩˥', 'kv̩˧tsʰɑ˥ki˩', 'dzi˩hɯ˩', 'ɲi˩tsɯ˩', 'mv̩˩']	0	0.9722222222222222	[1.0, 1.0, 0.631578947368421, 0.18181818181818182, 0.2222222222222222, 0.47058823529411764, 0.21052631578947367, 0.6666666666666666, 1.0]	0.5981556187954536
nɑ˩ʈʂʰɯ˥ ɖɯ˩lo˧ʈʂʰɯ˧	nɑ˩ʈʂʰɯ˥ ɖɯ˩lo˧ʈʂʰɯ˧	['nɑ˩ʈʂʰɯ˥', 'ɖɯ˩lo˧ʈʂʰɯ˧']	['nɑ˩ʈʂʰɯ˥', 'ɖɯ˩lo˧ʈʂʰɯ˧']	0	1.0	[1.0, 1.0]	1.0
ə˧ɲi˧tsʰi˧ɲi˧ ɖɯ˧sɑ˥ mɤ˧ʝi˧ɲi˥ze˩ mæ˩ lv̩˧ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧ɬi˧kʰɯ˥	ə˧ɲi˧tsʰi˧ɲi˧ ɖɯ˧sɑ˥ mɤ˧ʝi˧ze˧ mæ˩ kv̩˧ʈʂʰɯ˧ tʰi˧ʑi˧kʰɯ˥	['ə˧ɲi˧tsʰi˧ɲi˧', 'ɖɯ˧sɑ˥', 'mɤ˧ʝi˧ɲi˥ze˩', 'mæ˩', 'lv̩˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧ɬi˧kʰɯ˥']	['ə˧ɲi˧tsʰi˧ɲi˧', 'ɖɯ˧sɑ˥', 'mɤ˧ʝi˧ze˧', 'mæ˩', 'kv̩˧ʈʂʰɯ˧', 'tʰi˧ʑi˧kʰɯ˥']	-1	0.8688524590163934	[1.0, 1.0, 0.7619047619047619, 1.0, 0.46153846153846156, 0.36363636363636365, 0.0]	0.6552970838685125
ʂɯ˧hĩ˧ʈʂʰɯ˧ ɖɯ˧kʰɤ˧ pɤ˧pɤ˥hĩ˩ lɑ˩ əəə… le˧pv̩˧hĩ˧ tʰv̩˧ ɲi˧ɲi˧ dzɯ˧di˧˥ pɤ˧pɤ˥hĩ˩ tʰv̩˩ ʂɯ˧hĩ˧bv̩˧ ɖɯ˧tci˩ pɤ˩pɤ˩ hĩ˩ ʐɯ˧ ʐwæ˩ɲi˥ze˩ wɤ˩	ʂɯ˧hĩ˧ʈʂʰɯ˧ ɖɯ˧kʰɤ˧ pɤ˧pɤ˥ hĩ˧lɑ˩ əəə… le˧pv̩˧hĩ˧ ʈʂʰɯ˧ ɲi˧ɲi˧ dzɯ˧di˧˥ pɤ˧pɤ˥ hĩ˩ tʰi˩˥ ʂɯ˧hĩ˧tʰv̩˧ ɖɯ˧tɕʰi˩ pɤ˩pɤ˩ hĩ˩ ʐɯ˧ ʐwæ˩ɲi˥ze˩ wɤ˩	['ʂɯ˧hĩ˧ʈʂʰɯ˧', 'ɖɯ˧kʰɤ˧', 'pɤ˧pɤ˥hĩ˩', 'lɑ˩', 'əəə…', 'le˧pv̩˧hĩ˧', 'tʰv̩˧', 'ɲi˧ɲi˧', 'dzɯ˧di˧˥', 'pɤ˧pɤ˥hĩ˩', 'tʰv̩˩', 'ʂɯ˧hĩ˧bv̩˧', 'ɖɯ˧tci˩', 'pɤ˩pɤ˩', 'hĩ˩', 'ʐɯ˧', 'ʐwæ˩ɲi˥ze˩', 'wɤ˩']	['ʂɯ˧hĩ˧ʈʂʰɯ˧', 'ɖɯ˧kʰɤ˧', 'pɤ˧pɤ˥', 'hĩ˧lɑ˩', 'əəə…', 'le˧pv̩˧hĩ˧', 'ʈʂʰɯ˧', 'ɲi˧ɲi˧', 'dzɯ˧di˧˥', 'pɤ˧pɤ˥', 'hĩ˩', 'tʰi˩˥', 'ʂɯ˧hĩ˧tʰv̩˧', 'ɖɯ˧tɕʰi˩', 'pɤ˩pɤ˩', 'hĩ˩', 'ʐɯ˧', 'ʐwæ˩ɲi˥ze˩', 'wɤ˩']	1	0.926829268292683	[1.0, 1.0, 0.75, 0.6, 1.0, 1.0, 0.4, 1.0, 1.0, 0.75, 0.2222222222222222, 0.125, 0.3157894736842105, 0.14285714285714285, 0.2, 0.0, 0.15384615384615385, 0.3076923076923077]	0.5537448500167799
ə˧ʝi˧ʂɯ˥ʝi˩ ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩ əəə… qv̩˧ɻ̍˧ pi˧hĩ˧ ɖɯ˧ʝi˧ dzi˩ɲi˩tsɯ˩ mv̩˩ qv̩˧ɻ̍˧ʁo˧qʰwɤ˥	ə˧ʝi˧ʂɯ˥ʝi˩ ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩ əəə… qv̩˧ɻ̍˧ pi˧hĩ˧ ɖɯ˩ʝi˩ dzi˩ɲi˩ tsɯ˩ mv̩˩ qv̩˧ɻ̍˧ʁo˧qʰwɤ˥	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩', 'əəə…', 'qv̩˧ɻ̍˧', 'pi˧hĩ˧', 'ɖɯ˧ʝi˧', 'dzi˩ɲi˩tsɯ˩', 'mv̩˩', 'qv̩˧ɻ̍˧ʁo˧qʰwɤ˥']	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩', 'əəə…', 'qv̩˧ɻ̍˧', 'pi˧hĩ˧', 'ɖɯ˩ʝi˩', 'dzi˩ɲi˩', 'tsɯ˩', 'mv̩˩', 'qv̩˧ɻ̍˧ʁo˧qʰwɤ˥']	1	0.9726775956284153	[1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.7777777777777778, 0.25, 0.21052631578947367]	0.7672189733593242
ɳɯ˩dʑɯ˥lɑ˩ v̩˩tsʰɤ˧ lɑ˥ ɲi˩ wɤ˩ v̩˩tsʰɤ˧tæ˧pv̩˥ lɑ˩ ɲi˩ ə˧ji˧ʂɯ˥ʝi˩	ɳɯ˩dʑɯ˥ lɑ˩ v̩˩tsʰɤ˧lɑ˥ ɲi˩ v̩˩tsʰɤ˧tæ˧pv̩˥ lɑ˩ ɲi˩ ə˧ʝi˧ʂɯ˥ʝi˩	['ɳɯ˩dʑɯ˥lɑ˩', 'v̩˩tsʰɤ˧', 'lɑ˥', 'ɲi˩', 'wɤ˩', 'v̩˩tsʰɤ˧tæ˧pv̩˥', 'lɑ˩', 'ɲi˩', 'ə˧ji˧ʂɯ˥ʝi˩']	['ɳɯ˩dʑɯ˥', 'lɑ˩', 'v̩˩tsʰɤ˧lɑ˥', 'ɲi˩', 'v̩˩tsʰɤ˧tæ˧pv̩˥', 'lɑ˩', 'ɲi˩', 'ə˧ʝi˧ʂɯ˥ʝi˩']	-1	0.9384615384615385	[0.8235294117647058, 0.18181818181818182, 0.42857142857142855, 1.0, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.2857142857142857, 0.0]	0.3639098737137953
hɑ˧ ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩ ʈʂʰɯ˧ qʰwɤ˧pɤ˥ ʈʂʰɯ˧ɖɯ˧ɖɯ˧ ʈʂʰɯ˧ɖɯ˧ɖɯ˧hĩ˧ ʈʂʰɯ˧bæ˧ ŋwɤ˧qʰwɤ˩	hɑ˧ ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩ ʈʂʰɯ˧ qʰwɤ˧pɤ˥ ʈʂʰɯ˧ɖɯ˧ɖɯ˧ ʈʂʰɯ˧ɖɯ˧ɖɯ˧hĩ˧ ɖɯ˧bæ˧ ŋwæ˧qʰ	['hɑ˧', 'ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩', 'ʈʂʰɯ˧', 'qʰwɤ˧pɤ˥', 'ʈʂʰɯ˧ɖɯ˧ɖɯ˧', 'ʈʂʰɯ˧ɖɯ˧ɖɯ˧hĩ˧', 'ʈʂʰɯ˧bæ˧', 'ŋwɤ˧qʰwɤ˩']	['hɑ˧', 'ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩', 'ʈʂʰɯ˧', 'qʰwɤ˧pɤ˥', 'ʈʂʰɯ˧ɖɯ˧ɖɯ˧', 'ʈʂʰɯ˧ɖɯ˧ɖɯ˧hĩ˧', 'ɖɯ˧bæ˧', 'ŋwæ˧qʰ']	0	0.9433962264150944	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7142857142857143, 0.6666666666666666]	0.9226190476190477
tʰi˩˥ go˧mi˧ tʰv̩˧v̩˧ɳɯ˩dʑo˩ gɤ˩ʈʂʰv̩˩˥ tʰi˧ʈʂʰv̩˧˥ dʑo˩	tʰi˩˥ go˧mi˧ tʰv̩˧v̩˧ɳɯ˩dʑo˩ gɤ˩ʈʂʰæ˧˥ tʰi˧ʈʂʰɻ̍˧˥ dʑo˩	['tʰi˩˥', 'go˧mi˧', 'tʰv̩˧v̩˧ɳɯ˩dʑo˩', 'gɤ˩ʈʂʰv̩˩˥', 'tʰi˧ʈʂʰv̩˧˥', 'dʑo˩']	['tʰi˩˥', 'go˧mi˧', 'tʰv̩˧v̩˧ɳɯ˩dʑo˩', 'gɤ˩ʈʂʰæ˧˥', 'tʰi˧ʈʂʰɻ̍˧˥', 'dʑo˩']	0	0.918918918918919	[1.0, 1.0, 1.0, 0.7368421052631579, 0.8181818181818182, 1.0]	0.9258373205741627
tʰi˩˥ zo˩no˥ əəə… zo˧mv̩˥lɑ˩ le˧ʐɤ˧tʰv̩˧ ʑi˧qʰwɤ˧lɑ˧ le˧tsʰi˧tʰv̩˧ əəə… mv̩˧di˧lɑ˥ le˧pæ˧˥ tʰv̩˩ ɖʐe˧lɑ˧ dʑo˧tsɯ˧˥ mv̩˩	tʰi˩˥ zo˩no˥ əəə… zo˧mv̩˥lɑ˩ le˧ʐɤ˧ tʰv̩˧ ʑi˧qʰwɤ˧lɑ˧ le˧tsʰi˧ tʰv̩˧ əəə… mv̩˧di˧˥ le˧po˧tsʰɯ˧ ɖʐe˧lɑ˧ dʑo˩tsɯ˩mv̩˩	['tʰi˩˥', 'zo˩no˥', 'əəə…', 'zo˧mv̩˥lɑ˩', 'le˧ʐɤ˧tʰv̩˧', 'ʑi˧qʰwɤ˧lɑ˧', 'le˧tsʰi˧tʰv̩˧', 'əəə…', 'mv̩˧di˧lɑ˥', 'le˧pæ˧˥', 'tʰv̩˩', 'ɖʐe˧lɑ˧', 'dʑo˧tsɯ˧˥', 'mv̩˩']	['tʰi˩˥', 'zo˩no˥', 'əəə…', 'zo˧mv̩˥lɑ˩', 'le˧ʐɤ˧', 'tʰv̩˧', 'ʑi˧qʰwɤ˧lɑ˧', 'le˧tsʰi˧', 'tʰv̩˧', 'əəə…', 'mv̩˧di˧˥', 'le˧po˧tsʰɯ˧', 'ɖʐe˧lɑ˧', 'dʑo˩tsɯ˩mv̩˩']	0	0.9145299145299145	[1.0, 1.0, 1.0, 1.0, 0.7058823529411765, 0.25, 0.3333333333333333, 0.0, 0.4, 0.0, 0.3076923076923077, 0.3333333333333333, 0.25, 0.5]	0.5057315233785822
ə˧mi˧ʈʂʰɯ˧ tʰi˩˥ mmm… ʐv̩˧di˧ dʑo˧˥ ɖɯ˧ʝi˧ ɲi˩ze˩mæ˩ ə˩gi˩ dʑɯ˩ʁo˩ʁo˩to˥ ɖɯ˩tɕo˧ fæ˧hĩ˧ ɖɯ˧ʝi˧qo˧ dʑo˩ɲi˩ho˥ze˩mæ˩	ə˧mi˧ʈʂʰɯ˧ tʰi˩˥ mmm… ʐv̩˧di˧ dʑo˩˥ ɖɯ˧ʝi˧ ɲi˩ze˩mæ˩ ə˩gi˩ dʑɯ˩ʁo˩ ʁo˩ʁo˥ ɖɯ˧tɕo˥ ʂæ˧hĩ˧ ɖɯ˧ɬi˧qo˧ dʑo˩ɲi˩ho˩ze˩mæ˩	['ə˧mi˧ʈʂʰɯ˧', 'tʰi˩˥', 'mmm…', 'ʐv̩˧di˧', 'dʑo˧˥', 'ɖɯ˧ʝi˧', 'ɲi˩ze˩mæ˩', 'ə˩gi˩', 'dʑɯ˩ʁo˩ʁo˩to˥', 'ɖɯ˩tɕo˧', 'fæ˧hĩ˧', 'ɖɯ˧ʝi˧qo˧', 'dʑo˩ɲi˩ho˥ze˩mæ˩']	['ə˧mi˧ʈʂʰɯ˧', 'tʰi˩˥', 'mmm…', 'ʐv̩˧di˧', 'dʑo˩˥', 'ɖɯ˧ʝi˧', 'ɲi˩ze˩mæ˩', 'ə˩gi˩', 'dʑɯ˩ʁo˩', 'ʁo˩ʁo˥', 'ɖɯ˧tɕo˥', 'ʂæ˧hĩ˧', 'ɖɯ˧ɬi˧qo˧', 'dʑo˩ɲi˩ho˩ze˩mæ˩']	1	0.935064935064935	[1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 0.7, 0.3076923076923077, 0.14285714285714285, 0.375, 0.16]	0.7296576500422655
mv̩˧ɖɯ˩qo˩qɑ˩ mæ˩ no˩ kɤ˧sɑ˥ɕi˩ʁwɤ˩ bi˩ mæ˩ no˩ pi˧ õ˧ʈʂʰɯ˧ne˧ʝi˥zo˩ kʰi˧mi˧ʈʂʰɯ˧ wɤ˩˥ tʰi˧mæ˩ tʰi˩˥ wɤ˩˥ dʑɤ˩hĩ˥ qo˩ mæ˩zo˩kv̩˩ pi˩	mv̩˧ɭɯ˩ qo˩qɑ˩˥ mæ˩ no˩ gɤ˧lɑ˧ ʑi˧qʰwɤ˧ bi˧ mæ˩ no˩ pi˧ õ˧ʈʂʰɯ˧ne˧ʝi˥zo˩ kʰi˧mi˧ ʈʂʰɯ˧ wɤ˩˥ tʰi˧pæ˩ tʰv̩˩v̩˩ dʑɤ˩hĩ˥ qo˩ mæ˩zo˩kv̩˩ pi˩	['mv̩˧ɖɯ˩qo˩qɑ˩', 'mæ˩', 'no˩', 'kɤ˧sɑ˥ɕi˩ʁwɤ˩', 'bi˩', 'mæ˩', 'no˩', 'pi˧', 'õ˧ʈʂʰɯ˧ne˧ʝi˥zo˩', 'kʰi˧mi˧ʈʂʰɯ˧', 'wɤ˩˥', 'tʰi˧mæ˩', 'tʰi˩˥', 'wɤ˩˥', 'dʑɤ˩hĩ˥', 'qo˩', 'mæ˩zo˩kv̩˩', 'pi˩']	['mv̩˧ɭɯ˩', 'qo˩qɑ˩˥', 'mæ˩', 'no˩', 'gɤ˧lɑ˧', 'ʑi˧qʰwɤ˧', 'bi˧', 'mæ˩', 'no˩', 'pi˧', 'õ˧ʈʂʰɯ˧ne˧ʝi˥zo˩', 'kʰi˧mi˧', 'ʈʂʰɯ˧', 'wɤ˩˥', 'tʰi˧pæ˩', 'tʰv̩˩v̩˩', 'dʑɤ˩hĩ˥', 'qo˩', 'mæ˩zo˩kv̩˩', 'pi˩']	2	0.8708487084870848	[0.6, 0.2, 0.3333333333333333, 0.125, 0.0, 0.0, 0.0, 0.0, 0.3, 0.26666666666666666, 0.09523809523809523, 0.5714285714285714, 0.2, 1.0, 0.13333333333333333, 0.18181818181818182, 0.1111111111111111, 0.3333333333333333]	0.24729236812570146
ĩ˧ gv̩˧wo˥hĩ˩ʈʂʰɯ˩dʑo˩ tʰi˩˥ tsʰe˩hõ˩pʰo˥ ɲi˩ze˩mæ˩	gv̩˧wo˥ hĩ˧ ʈʂʰɯ˧dʑo˩ tʰi˩˥ tsʰe˩hõ˩pʰo˥ ɲi˩ze˩mæ˩	['ĩ˧', 'gv̩˧wo˥hĩ˩ʈʂʰɯ˩dʑo˩', 'tʰi˩˥', 'tsʰe˩hõ˩pʰo˥', 'ɲi˩ze˩mæ˩']	['gv̩˧wo˥', 'hĩ˧', 'ʈʂʰɯ˧dʑo˩', 'tʰi˩˥', 'tsʰe˩hõ˩pʰo˥', 'ɲi˩ze˩mæ˩']	1	0.9056603773584906	[0.2, 0.25, 0.2857142857142857, 0.4444444444444444, 0.2727272727272727]	0.29057720057720055
tʰi˩˥ wɤ˩˥ sɑ˧bo˧ ʈʂʰɯ˧ne˧ʝi˥ le˧bo˧ le˧bo˧ le˧bo˧ le˧bo˧	tʰi˩˥ wɤ˩˥ tsɑ˧bɤ˧ ʈʂʰɯ˧ne˧ʝi˥ le˧go˩ le˧go˩ le˧go˩ le˧bo˧	['tʰi˩˥', 'wɤ˩˥', 'sɑ˧bo˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'le˧bo˧', 'le˧bo˧', 'le˧bo˧', 'le˧bo˧']	['tʰi˩˥', 'wɤ˩˥', 'tsɑ˧bɤ˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'le˧go˩', 'le˧go˩', 'le˧go˩', 'le˧bo˧']	0	0.8695652173913043	[1.0, 1.0, 0.7692307692307693, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0]	0.8461538461538461
kʰv̩˩mi˩˥ le˧ʂɯ˧bi˧bi˧bi˧pi˧ zo˩no˥ njæ˧sɯ˩kv̩˩ kʰv̩˩mi˩˥ kʰv̩˩mi˩˥ ɑ˩ʁo˥ le˧ʐɤ˧ le˧ʂɯ˧bi˧bi˧ le˧ʂɯ˧ɖɯ˧ɲi˧ ɑ˩pʰo˩˥ si˧dzi˩ʈʰæ˩ʈʰæ˩qo˩ nv̩˧kʰi˩dʑo˩ ʂe˧ ɖɯ˧pʰæ˧ ʑi˧˥ qwæ˩ʈʂæ˩qo˥ tʰi˧ʈʰæ˧kʰɯ˥	kʰv̩˩mi˩˥ le˧ʂɯ˧bi˧ ʝi˧bi˧bi˧ zo˩no˥ njæ˧sɯ˩kv̩˩ kʰv̩˩mi˩˥ kʰv̩˩mi˩˥ ɑ˩ʁo˧ le˧ʐɤ˧ le˧ʂɯ˧bi˧ bi˧ le˧ʂɯ˧ ɖɯ˧ɲi˥ ɑ˩pʰo˩˥ si˧ ʈʰæ˧ ʈʰæ˧ɻæ˩ no˧ki˧dʑo˩ ʂe˧ ɖɯ˧pʰæ˧ pi˥ qwæ˩ʈʂæ˩qo˥ tʰi˧ʈʰæ˧kʰɯ˥	['kʰv̩˩mi˩˥', 'le˧ʂɯ˧bi˧bi˧bi˧pi˧', 'zo˩no˥', 'njæ˧sɯ˩kv̩˩', 'kʰv̩˩mi˩˥', 'kʰv̩˩mi˩˥', 'ɑ˩ʁo˥', 'le˧ʐɤ˧', 'le˧ʂɯ˧bi˧bi˧', 'le˧ʂɯ˧ɖɯ˧ɲi˧', 'ɑ˩pʰo˩˥', 'si˧dzi˩ʈʰæ˩ʈʰæ˩qo˩', 'nv̩˧kʰi˩dʑo˩', 'ʂe˧', 'ɖɯ˧pʰæ˧', 'ʑi˧˥', 'qwæ˩ʈʂæ˩qo˥', 'tʰi˧ʈʰæ˧kʰɯ˥']	['kʰv̩˩mi˩˥', 'le˧ʂɯ˧bi˧', 'ʝi˧bi˧bi˧', 'zo˩no˥', 'njæ˧sɯ˩kv̩˩', 'kʰv̩˩mi˩˥', 'kʰv̩˩mi˩˥', 'ɑ˩ʁo˧', 'le˧ʐɤ˧', 'le˧ʂɯ˧bi˧', 'bi˧', 'le˧ʂɯ˧', 'ɖɯ˧ɲi˥', 'ɑ˩pʰo˩˥', 'si˧', 'ʈʰæ˧', 'ʈʰæ˧ɻæ˩', 'no˧ki˧dʑo˩', 'ʂe˧', 'ɖɯ˧pʰæ˧', 'pi˥', 'qwæ˩ʈʂæ˩qo˥', 'tʰi˧ʈʰæ˧kʰɯ˥']	5	0.9090909090909091	[1.0, 0.6666666666666666, 0.0, 0.11764705882352941, 0.4, 1.0, 0.2857142857142857, 0.18181818181818182, 0.4444444444444444, 0.7619047619047619, 0.0, 0.08333333333333333, 0.2222222222222222, 0.0, 0.2, 0.25, 0.3333333333333333, 0.18181818181818182]	0.34049458167105223
zo˩no˥ ʈʂʰæ˧ɣɯ˧ ɲi˥pi˩hĩ˩ tʰv̩˩kʰwɤ˩	zo˩no˥ ʈʂʰæ˧ɣɯ˧ ɲi˩pi˩hĩ˩tʰv̩˩v̩˩	['zo˩no˥', 'ʈʂʰæ˧ɣɯ˧', 'ɲi˥pi˩hĩ˩', 'tʰv̩˩kʰwɤ˩']	['zo˩no˥', 'ʈʂʰæ˧ɣɯ˧', 'ɲi˩pi˩hĩ˩tʰv̩˩v̩˩']	-1	0.8732394366197183	[1.0, 1.0, 0.6428571428571429, 0.0]	0.6607142857142857
mmm… dzi˧dzi˧ʈʰæ˧qo˩ di˩hĩ˩dʑo˩ mo˩kv̩˥dʑo˩ zo˩no˥ dʑɯ˩si˩bi˥ di˩ɲi˩mæ˩	mmm… si˧dzi˩ʈʰæ˩qo˩ di˩hĩ˩dʑo˩ mo˩kv̩˥ dʑo˩ zo˩no˥ dʑɯ˩si˩bi˥di˩hĩ˩	['mmm…', 'dzi˧dzi˧ʈʰæ˧qo˩', 'di˩hĩ˩dʑo˩', 'mo˩kv̩˥dʑo˩', 'zo˩no˥', 'dʑɯ˩si˩bi˥', 'di˩ɲi˩mæ˩']	['mmm…', 'si˧dzi˩ʈʰæ˩qo˩', 'di˩hĩ˩dʑo˩', 'mo˩kv̩˥', 'dʑo˩', 'zo˩no˥', 'dʑɯ˩si˩bi˥di˩hĩ˩']	0	0.8936170212765957	[1.0, 0.7586206896551724, 1.0, 0.7777777777777778, 0.4, 0.25, 0.46153846153846156]	0.6639909898530588
ə˧ʝi˧tsʰi˧ʝi˧ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ɭɯ˧ʈʂʰɯ˧ le˧pʰv̩˧˥ le˧tɕɤ˧˥ le˧tɕɤ˧˥ le˧pʰv̩˧pi˥kv̩˩mæ˩ njæ˧sɯ˩kv̩˩dʑo˩	ə˧ʝi˧tsʰi˧ʝi˧ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ɭɯ˧ ʈʂʰɯ˧ le˧kʰv̩˧˥ le˧tɕɤ˧˥ le˧tɕɤ˧˥ le˧pv̩˧ pi˥kv̩˩mæ˩ njæ˧sɯ˩kv̩˩dʑo˩	['ə˧ʝi˧tsʰi˧ʝi˧', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'hɑ˧ɭɯ˧ʈʂʰɯ˧', 'le˧pʰv̩˧˥', 'le˧tɕɤ˧˥', 'le˧tɕɤ˧˥', 'le˧pʰv̩˧pi˥kv̩˩mæ˩', 'njæ˧sɯ˩kv̩˩dʑo˩']	['ə˧ʝi˧tsʰi˧ʝi˧', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'hɑ˧ɭɯ˧', 'ʈʂʰɯ˧', 'le˧kʰv̩˧˥', 'le˧tɕɤ˧˥', 'le˧tɕɤ˧˥', 'le˧pv̩˧', 'pi˥kv̩˩mæ˩', 'njæ˧sɯ˩kv̩˩dʑo˩']	2	0.9760765550239234	[1.0, 1.0, 0.7058823529411765, 0.2857142857142857, 0.5882352941176471, 1.0, 0.38461538461538464, 0.2727272727272727]	0.6546468237644708
hɑ˧ ɖɯ˧kʰv̩˧˥ ɖɯ˧ʂɯ˩lɑ˩ gɤ˩ʂo˩ɲi˩ mæ˩	hɑ˧ ɖɯ˧kʰv̩˧˥ ɖɯ˧ʂɯ˩lɑ˩ mɤ˧ʂo˩ ɲi˩ mæ˩	['hɑ˧', 'ɖɯ˧kʰv̩˧˥', 'ɖɯ˧ʂɯ˩lɑ˩', 'gɤ˩ʂo˩ɲi˩', 'mæ˩']	['hɑ˧', 'ɖɯ˧kʰv̩˧˥', 'ɖɯ˧ʂɯ˩lɑ˩', 'mɤ˧ʂo˩', 'ɲi˩', 'mæ˩']	1	0.9333333333333333	[1.0, 1.0, 1.0, 0.5333333333333333, 0.3333333333333333]	0.7733333333333333
