Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
ni˧mi˧ʈʂʰɯ˧ zo˩no˥ go˧mi˧ʈʂʰɯ˧ hĩ˧ki˧ki˩ pi˧dʑo˩ ni˧mi˧ ɲi˥ze˩mæ˩ ə˩gi˩	ni˧mi˧ʈʂʰɯ˧ zo˩no˥ go˧mi˧ʈʂʰɯ˧ hĩ˧ki˧ki˩ pi˧dʑo˩ ni˧mi˧ɲi˥ze˩mæ˩ ə˩gi˩	['ni˧mi˧ʈʂʰɯ˧', 'zo˩no˥', 'go˧mi˧ʈʂʰɯ˧', 'hĩ˧ki˧ki˩', 'pi˧dʑo˩', 'ni˧mi˧', 'ɲi˥ze˩mæ˩', 'ə˩gi˩']	['ni˧mi˧ʈʂʰɯ˧', 'zo˩no˥', 'go˧mi˧ʈʂʰɯ˧', 'hĩ˧ki˧ki˩', 'pi˧dʑo˩', 'ni˧mi˧ɲi˥ze˩mæ˩', 'ə˩gi˩']	-1	0.993006993006993	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5714285714285714, 0.2857142857142857, 0.0]	0.7321428571428571
dʑɯ˧ʈʂʰwæ˧	dze˧ʈʂʰwɤ˥	['dʑɯ˧ʈʂʰwæ˧']	['dze˧ʈʂʰwɤ˥']	0	0.6	[0.6]	0.6
ə˧zɯ˩ sɯ˧sɯ˧pi˧dʑo˩ ə˧zɯ˩ ɖʐv̩˧ ɲi˩pi˩ ɖʐv̩˧ ɖʐv̩˧ no˧ɳɯ˧ njɤ˩ mv̩˩ njɤ˧ɳɯ˧ no˩ mv̩˩ ɖɯ˧pæ˥ le˧tɕʰo˥tɕʰo˩hɯ˩	ə˧zɯ˩ sɯ˧sɯ˧ pi˧dʑo˩ ə˧zɯ˩ ɖʐv̩˧ ɲi˩pi˩ ɖʐv̩˧ ɖʐv̩˧ no˧ njɤ˩mv̩˩ njɤ˧ɳɯ˧ no˩mv̩˩ ɖɯ˧pæ˧˥ le˧ʈʂʰɯ˧tɕi˩ hɯ˩	['ə˧zɯ˩', 'sɯ˧sɯ˧pi˧dʑo˩', 'ə˧zɯ˩', 'ɖʐv̩˧', 'ɲi˩pi˩', 'ɖʐv̩˧', 'ɖʐv̩˧', 'no˧ɳɯ˧', 'njɤ˩', 'mv̩˩', 'njɤ˧ɳɯ˧', 'no˩', 'mv̩˩', 'ɖɯ˧pæ˥', 'le˧tɕʰo˥tɕʰo˩hɯ˩']	['ə˧zɯ˩', 'sɯ˧sɯ˧', 'pi˧dʑo˩', 'ə˧zɯ˩', 'ɖʐv̩˧', 'ɲi˩pi˩', 'ɖʐv̩˧', 'ɖʐv̩˧', 'no˧', 'njɤ˩mv̩˩', 'njɤ˧ɳɯ˧', 'no˩mv̩˩', 'ɖɯ˧pæ˧˥', 'le˧ʈʂʰɯ˧tɕi˩', 'hɯ˩']	0	0.9107981220657277	[1.0, 0.631578947368421, 0.3333333333333333, 0.2, 0.0, 0.0, 1.0, 0.18181818181818182, 0.2857142857142857, 0.6666666666666666, 1.0, 0.6, 0.0, 0.2222222222222222, 0.3157894736842105]	0.4291415407204881
tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧dzi˩dʑo˩ tʰi˩˥ əəə… gv̩˧mɑ˧tsʰɯ˩ɻ̍˩ pi˩ tsʰɯ˧ɻ̍˧ɬɑ˩mv̩˩ pi˩ əəə… ɖɯ˩mɑ˧ɬɑ˩tsʰo˩ pi˩ ʈʂʰɯ˧sɯ˩kv̩˩ so˩kv̩˩˥ njɤ˧ ə˧ʑi˧˥ ɖɯ˩mɑ˧pv̩˩ʈʰɯ˩ ʈʂʰɯ˧sɯ˩kv̩˩ ʐv̩˩kv̩˩ ɲi˥tsɯ˩ mv̩˩	tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧dzi˩dʑo˩ tʰi˩˥ əə… gv̩˧mɤ˧tsʰɯ˩ɻ̍˩ pi˩ tsʰɯ˧ɻ̍˧ɬɑ˩mv̩˩ pi˩ əəə… ɖɯ˩mɑ˥lɑ˩tsʰo˩ pi˩ ʈʂʰɯ˧sɯ˩kv̩˩ so˩kv̩˩˥ njɤ˧ ə˧ʑi˧˥ ɖɯ˩mɤ˥pv̩˩ʈʰɯ˩ ʈʂʰɯ˧sɯ˩kv̩˩ ʐv̩˩kv̩˩ɲi˥tsɯ˩ mv̩˩	['tʰi˩˥', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧dzi˩dʑo˩', 'tʰi˩˥', 'əəə…', 'gv̩˧mɑ˧tsʰɯ˩ɻ̍˩', 'pi˩', 'tsʰɯ˧ɻ̍˧ɬɑ˩mv̩˩', 'pi˩', 'əəə…', 'ɖɯ˩mɑ˧ɬɑ˩tsʰo˩', 'pi˩', 'ʈʂʰɯ˧sɯ˩kv̩˩', 'so˩kv̩˩˥', 'njɤ˧', 'ə˧ʑi˧˥', 'ɖɯ˩mɑ˧pv̩˩ʈʰɯ˩', 'ʈʂʰɯ˧sɯ˩kv̩˩', 'ʐv̩˩kv̩˩', 'ɲi˥tsɯ˩', 'mv̩˩']	['tʰi˩˥', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧dzi˩dʑo˩', 'tʰi˩˥', 'əə…', 'gv̩˧mɤ˧tsʰɯ˩ɻ̍˩', 'pi˩', 'tsʰɯ˧ɻ̍˧ɬɑ˩mv̩˩', 'pi˩', 'əəə…', 'ɖɯ˩mɑ˥lɑ˩tsʰo˩', 'pi˩', 'ʈʂʰɯ˧sɯ˩kv̩˩', 'so˩kv̩˩˥', 'njɤ˧', 'ə˧ʑi˧˥', 'ɖɯ˩mɤ˥pv̩˩ʈʰɯ˩', 'ʈʂʰɯ˧sɯ˩kv̩˩', 'ʐv̩˩kv̩˩ɲi˥tsɯ˩', 'mv̩˩']	-1	0.9680851063829787	[1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.9333333333333333, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 0.6956521739130435, 0.18181818181818182, 0.0]	0.8753443933568157
njɤ˧ ə˧si˧ɳɯ˧ zo˩no˥ ə˧sɯ˩kv̩˩ no˧sɯ˩kv̩˩ zo˩no˥ le˧ʐwɤ˩pi˩dʑo˩	njɤ˧ ə˧si˧˧ zo˩no˥ ə˧sɯ˩kv̩˩ no˧sɯ˩kv̩˩ zo˩no˥ le˧ʐwɤ˩ pi˩dʑo˩	['njɤ˧', 'ə˧si˧ɳɯ˧', 'zo˩no˥', 'ə˧sɯ˩kv̩˩', 'no˧sɯ˩kv̩˩', 'zo˩no˥', 'le˧ʐwɤ˩pi˩dʑo˩']	['njɤ˧', 'ə˧si˧˧', 'zo˩no˥', 'ə˧sɯ˩kv̩˩', 'no˧sɯ˩kv̩˩', 'zo˩no˥', 'le˧ʐwɤ˩', 'pi˩dʑo˩']	1	0.976	[1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666]	0.9319727891156463
ʈʂʰɯ˧ne˧ʝi˥ le˧tɕɯ˧ɭɯ˧ le˧tɕɯ˧ɭɯ˧ ʈʂʰɯ˧ne˧ʝi˥ le˧gv̩˩	ʈʂʰɯ˧ne˧i˥ le˧tɕɯ˧ɭɯ˧ le˧tɕɯ˧ɭɯ˧ ʈʂʰɯ˧ne˧ʝi˥ le˧gv̩˩	['ʈʂʰɯ˧ne˧ʝi˥', 'le˧tɕɯ˧ɭɯ˧', 'le˧tɕɯ˧ɭɯ˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'le˧gv̩˩']	['ʈʂʰɯ˧ne˧i˥', 'le˧tɕɯ˧ɭɯ˧', 'le˧tɕɯ˧ɭɯ˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'le˧gv̩˩']	0	0.9904761904761905	[0.9523809523809523, 1.0, 1.0, 1.0, 1.0]	0.9904761904761905
mv̩˧dze˧ ki˧ɲi˥tsɯ˩ mv̩˩ qʰɑ˧dze˧ ki˧ɲi˥tsɯ˩ mv̩˩ ɕi˧ɭɯ˧ ki˧ɲi˥tsɯ˩ mv̩˩	mv̩˧dze˧ ki˧ɲi˥tsɯ˩ mv̩˩ qʰɑ˧dze˧ki˧ɲi˥tsɯ˩ mv̩˩ sɕi˧ɭɯ˧ ki˧ɲi˥tsɯ˩ mv̩˩	['mv̩˧dze˧', 'ki˧ɲi˥tsɯ˩', 'mv̩˩', 'qʰɑ˧dze˧', 'ki˧ɲi˥tsɯ˩', 'mv̩˩', 'ɕi˧ɭɯ˧', 'ki˧ɲi˥tsɯ˩', 'mv̩˩']	['mv̩˧dze˧', 'ki˧ɲi˥tsɯ˩', 'mv̩˩', 'qʰɑ˧dze˧ki˧ɲi˥tsɯ˩', 'mv̩˩', 'sɕi˧ɭɯ˧', 'ki˧ɲi˥tsɯ˩', 'mv̩˩']	-1	0.9861111111111112	[1.0, 1.0, 1.0, 0.6153846153846154, 0.14285714285714285, 0.0, 0.375, 0.14285714285714285, 0.0]	0.4751221001221001
njɤ˧ t njɤ˧ le˧ʂv̩˧ɖv̩˧zo˥ no˧ki˧ ʂe˧tsʰɯ˩ɲi˩	njɤ˧  njɤ˧ le˧ʂv̩˧ɖv̩˧zo˥ no˧ ki˧ ʂe˧tsʰɯ˧ɲi˩	['njɤ˧', 't', 'njɤ˧', 'le˧ʂv̩˧ɖv̩˧zo˥', 'no˧ki˧', 'ʂe˧tsʰɯ˩ɲi˩']	['njɤ˧', '', 'njɤ˧', 'le˧ʂv̩˧ɖv̩˧zo˥', 'no˧', 'ki˧', 'ʂe˧tsʰɯ˧ɲi˩']	1	0.9555555555555556	[1.0, 0.0, 1.0, 1.0, 0.6666666666666666, 0.14285714285714285]	0.6349206349206349
tʰi˩˥ ʈʂʰæ˧ɣɯ˧ki˩hĩ˩ dʑɤ˩˥ mɤ˧dʑo˩	tʰi˩˥ ʈʂʰæ˧ɣɯ˧ki˩hĩ˩ dʑɤ˩˥ mɤ˧dʑo˩	['tʰi˩˥', 'ʈʂʰæ˧ɣɯ˧ki˩hĩ˩', 'dʑɤ˩˥', 'mɤ˧dʑo˩']	['tʰi˩˥', 'ʈʂʰæ˧ɣɯ˧ki˩hĩ˩', 'dʑɤ˩˥', 'mɤ˧dʑo˩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
wɤ˩˥ le˧tɕɯ˩tɕɯ˩ le˧po˧tsʰɯ˧˥ wɤ˩˥ ɬi˧di˩ tɕʰi˧kv̩˥mæ˩	wɤ˩˥ le˧tɕɯ˩tɕɯ˩ le˧po˧tsʰɯ˧˥ wɤ˩˥ ɬi˧di˩ tɕʰi˧kv̩˧˥ mæ˩	['wɤ˩˥', 'le˧tɕɯ˩tɕɯ˩', 'le˧po˧tsʰɯ˧˥', 'wɤ˩˥', 'ɬi˧di˩', 'tɕʰi˧kv̩˥mæ˩']	['wɤ˩˥', 'le˧tɕɯ˩tɕɯ˩', 'le˧po˧tsʰɯ˧˥', 'wɤ˩˥', 'ɬi˧di˩', 'tɕʰi˧kv̩˧˥', 'mæ˩']	1	0.9818181818181818	[1.0, 1.0, 1.0, 1.0, 1.0, 0.8181818181818182]	0.9696969696969697
kʰv kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩ njɤ˧le˧gv̩˧ ʐo˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩˩	kʰv̩˧˥ no˧ kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩ njɤ˧ le˧gv̩˧ ʐo˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩˩	['kʰv', 'kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩', 'njɤ˧le˧gv̩˧', 'ʐo˩˥', 'ɖɯ˧mɤ˧kv̩˧tsɯ˥', 'mv̩˩']	['kʰv̩˧˥', 'no˧', 'kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩', 'njɤ˧', 'le˧gv̩˧', 'ʐo˩˥', 'ɖɯ˧mɤ˧kv̩˧tsɯ˥', 'mv̩˩']	2	0.9354838709677419	[0.6666666666666666, 0.1, 0.14285714285714285, 0.0, 0.38095238095238093, 0.25]	0.2567460317460317
wɤ˩˥ kɯ˧ʈʂʰwɤ˩ ɖɯ˧tɕʰi˧ gv̩˩ dʑɤ˩tsʰo˧ hĩ˧ɻæ˧ki˥	wɤ˩˥ kɯ˧ʈʂʰwɤ˩ ɖɯ˧tɕʰi˩ gv̩˩ dʑɤ˩tsʰo˧hjæ˧ki˧	['wɤ˩˥', 'kɯ˧ʈʂʰwɤ˩', 'ɖɯ˧tɕʰi˧', 'gv̩˩', 'dʑɤ˩tsʰo˧', 'hĩ˧ɻæ˧ki˥']	['wɤ˩˥', 'kɯ˧ʈʂʰwɤ˩', 'ɖɯ˧tɕʰi˩', 'gv̩˩', 'dʑɤ˩tsʰo˧hjæ˧ki˧']	-1	0.8936170212765957	[1.0, 1.0, 0.875, 1.0, 0.72, 0.0]	0.7658333333333334
zo˩no˥ ʈ ʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩ ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ɲi˥ ʈʂʰo˧lɑ˧kv̩˥	zo˩no˥ ʈ ʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩ ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ɲi˥ ʈʂʰo˧lɑ˧kv̩˥	['zo˩no˥', 'ʈ', 'ʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩', 'ʈʂʰæ˧ɣɯ˧', 'mɤ˧dʑo˧ɲi˥', 'ʈʂʰo˧lɑ˧kv̩˥']	['zo˩no˥', 'ʈ', 'ʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩', 'ʈʂʰæ˧ɣɯ˧', 'mɤ˧dʑo˧ɲi˥', 'ʈʂʰo˧lɑ˧kv̩˥']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tʰi˩˥ le˧tɕɤ˧se˥ wɤ˩˥ le˧bv̩˩	tʰi˩˥ le˧tɕɤ˧se˥ wɤ˩˥ le˧bv̩˩	['tʰi˩˥', 'le˧tɕɤ˧se˥', 'wɤ˩˥', 'le˧bv̩˩']	['tʰi˩˥', 'le˧tɕɤ˧se˥', 'wɤ˩˥', 'le˧bv̩˩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ mo˧ɳɯ˥ tsʰi˧ʝi˧ mo˧ɳɯ˥ tʰv̩˧ʁo˥ tʰv̩˧qo˧ mo˧ɳɯ˥ dv̩˩ze˥ tʰv̩˧qo˧ mo˧ɳɯ˥ dv̩˩pi˧ gɯ˩ʝi˥ dzɯ˧mɤ˧kv̩˩ze˩ õ	õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ mo˧ɳɯ˥ tɕʰɯ˧hĩ˧ mo˧ɳɯ˥ tʰv̩˧v̩˧ tʰv̩˧qwɤ˥ mo˧ɳɯ˥ dv̩˩ze˩ tʰv̩˧qwɤ˥ mo˧ɳɯ˥ ze˩pi˧ gi˩˥ mɤ˧dzɯ˧ mɤ˧kv̩˩ze˩ õ	['õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩', 'tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'mo˧ɳɯ˥', 'tsʰi˧ʝi˧', 'mo˧ɳɯ˥', 'tʰv̩˧ʁo˥', 'tʰv̩˧qo˧', 'mo˧ɳɯ˥', 'dv̩˩ze˥', 'tʰv̩˧qo˧', 'mo˧ɳɯ˥', 'dv̩˩pi˧', 'gɯ˩ʝi˥', 'dzɯ˧mɤ˧kv̩˩ze˩', 'õ']	['õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩', 'tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'mo˧ɳɯ˥', 'tɕʰɯ˧hĩ˧', 'mo˧ɳɯ˥', 'tʰv̩˧v̩˧', 'tʰv̩˧qwɤ˥', 'mo˧ɳɯ˥', 'dv̩˩ze˩', 'tʰv̩˧qwɤ˥', 'mo˧ɳɯ˥', 'ze˩pi˧', 'gi˩˥', 'mɤ˧dzɯ˧', 'mɤ˧kv̩˩ze˩', 'õ']	1	0.8671328671328671	[1.0, 1.0, 1.0, 1.0, 0.5882352941176471, 1.0, 0.625, 0.7058823529411765, 1.0, 0.8571428571428571, 0.7058823529411765, 1.0, 0.6153846153846154, 0.6, 0.38095238095238093, 0.0]	0.7549049908424909
tʰi˩˥ ə˧mi˧ le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩ æ˧ʂæ˧tɑ˩mv̩˩dʑo˩	tʰi˩˥ ə˧mi˧ le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩˥ æ˧ʂæ˧tɑ˩mv̩˩dʑo˩	['tʰi˩˥', 'ə˧mi˧', 'le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩', 'æ˧ʂæ˧tɑ˩mv̩˩dʑo˩']	['tʰi˩˥', 'ə˧mi˧', 'le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩˥', 'æ˧ʂæ˧tɑ˩mv̩˩dʑo˩']	0	0.9894736842105263	[1.0, 1.0, 0.972972972972973, 1.0]	0.9932432432432432
əəə… ʐv̩˧tsʰi˩gv̩˩hɑ̃˩ ɖɯ˩kʰv̩˩ mmm… lv̩˩ kʰɯ˩zo˩kv̩˥pi˩	əəə… ʐv̩˧tsʰi˩gv̩˩hɑ̃˩ ɖɯ˧kʰv̩˩  lv̩˧kʰɯ˩zo˩kv̩˩ pi˩	['əəə…', 'ʐv̩˧tsʰi˩gv̩˩hɑ̃˩', 'ɖɯ˩kʰv̩˩', 'mmm…', 'lv̩˩', 'kʰɯ˩zo˩kv̩˥pi˩']	['əəə…', 'ʐv̩˧tsʰi˩gv̩˩hɑ̃˩', 'ɖɯ˧kʰv̩˩', '', 'lv̩˧kʰɯ˩zo˩kv̩˩', 'pi˩']	0	0.8888888888888888	[1.0, 1.0, 0.875, 0.0, 0.42105263157894735, 0.35294117647058826]	0.6081656346749226
hæ̃˧pɤ˧ tʰi˧mv̩˧kʰɯ˧se˥ dʑo˩ tʰi˩˥ dʑɯ˧ki˥ tʰi˧ki˩kʰɯ˩	hæ̃˧pɤ˧ tʰi˧mv̩˧kʰɯ˧se˥dʑo˩ tʰi˩˥ ɖʑɯ˧ki˥ tʰi˧ki˩kʰɯ˩	['hæ̃˧pɤ˧', 'tʰi˧mv̩˧kʰɯ˧se˥', 'dʑo˩', 'tʰi˩˥', 'dʑɯ˧ki˥', 'tʰi˧ki˩kʰɯ˩']	['hæ̃˧pɤ˧', 'tʰi˧mv̩˧kʰɯ˧se˥dʑo˩', 'tʰi˩˥', 'ɖʑɯ˧ki˥', 'tʰi˧ki˩kʰɯ˩']	-1	0.9719626168224299	[1.0, 0.8823529411764706, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.0]	0.46187363834422657
le˧qʰwɤ˧ ʈʂʰɯ˧gi˧˥ ɖɯ˧ʈʂæ˧ gv̩˧dʑo˩ tʰi˩˥ ɖɯ˧ɲi˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ʈʂʰɯ˧ zo˩no˧ni˩ ə˧tso˧ fv̩˧ɻ̍˧ mɤ˧dʑo˧ɲi˥mæ˩ ə˩gi˩	le˧qʰwɤ˧ ʈʂʰɯ˧dʑo˥ ɖɯ˧ʈʂæ˧ gv̩˩dʑo˩ tʰi˩˥ ɖɯ˧ɲi˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ʈʂɯ˧ zo˩no˧ni˩ ə˧tso˧ fv̩˧ mɤ˧dʑo˧ɲi˥mæ˩ ə˩gi˩	['le˧qʰwɤ˧', 'ʈʂʰɯ˧gi˧˥', 'ɖɯ˧ʈʂæ˧', 'gv̩˧dʑo˩', 'tʰi˩˥', 'ɖɯ˧ɲi˥', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'hɑ˧ʈʂʰɯ˧', 'zo˩no˧ni˩', 'ə˧tso˧', 'fv̩˧ɻ̍˧', 'mɤ˧dʑo˧ɲi˥mæ˩', 'ə˩gi˩']	['le˧qʰwɤ˧', 'ʈʂʰɯ˧dʑo˥', 'ɖɯ˧ʈʂæ˧', 'gv̩˩dʑo˩', 'tʰi˩˥', 'ɖɯ˧ɲi˥', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'hɑ˧ʈʂɯ˧', 'zo˩no˧ni˩', 'ə˧tso˧', 'fv̩˧', 'mɤ˧dʑo˧ɲi˥mæ˩', 'ə˩gi˩']	0	0.9482758620689655	[1.0, 0.6666666666666666, 1.0, 0.875, 1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 0.7272727272727273, 1.0, 1.0]	0.9386363636363636
kv̩˧tsʰɑ˧ɻ̍˧ pi˥ kv̩˧tsʰɑ˥ ki˧zo˧ pi˧zo˥	kv̩˧tsʰɑ˧ɻ̍˧ pi˥ kv̩˧tsʰɑ˥ ki˧zo˩ pi˧zo˥	['kv̩˧tsʰɑ˧ɻ̍˧', 'pi˥', 'kv̩˧tsʰɑ˥', 'ki˧zo˧', 'pi˧zo˥']	['kv̩˧tsʰɑ˧ɻ̍˧', 'pi˥', 'kv̩˧tsʰɑ˥', 'ki˧zo˩', 'pi˧zo˥']	0	0.975	[1.0, 1.0, 1.0, 0.8333333333333334, 1.0]	0.9666666666666667
tʰi˩˥ tʰi˩˥ hĩ˧bæ˧ʈʂʰɯ˧ qʰɑ˩jɤ˩ le˩tsʰɯ˩bi˥ qo˩ho˧˥ le˧pɤ˥pɤ˩ jo˧kv̩˧˥ mæ˩	tʰi˩˥ tʰi˩˥ hĩ˧bæ˧ʈʂʰɯ˧ qʰɑ˩jɤ˩ le˩tsʰɯ˩bi˥ qo˩ho˥ le˧pɤ˥ pɤ˩jo˧kv̩˩˥mæ˩	['tʰi˩˥', 'tʰi˩˥', 'hĩ˧bæ˧ʈʂʰɯ˧', 'qʰɑ˩jɤ˩', 'le˩tsʰɯ˩bi˥', 'qo˩ho˧˥', 'le˧pɤ˥pɤ˩', 'jo˧kv̩˧˥', 'mæ˩']	['tʰi˩˥', 'tʰi˩˥', 'hĩ˧bæ˧ʈʂʰɯ˧', 'qʰɑ˩jɤ˩', 'le˩tsʰɯ˩bi˥', 'qo˩ho˥', 'le˧pɤ˥', 'pɤ˩jo˧kv̩˩˥mæ˩']	-1	0.9594594594594594	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9230769230769231, 0.8, 0.6363636363636364, 0.0]	0.8177156177156177
ʈæ˧bɤ˧ ʁɑ˧ʂe˩ dɑ˧pɤ˧ ʁɑ˧ʂe˩ ʐɯ˧ hwɤ˩kv̩˩mæ˩	ʈæ˧bɤ˧ ʁɑ˧ʂe˩ dɑ˧pɤ˧ ʁɑ˧ʂe˩ ʐɯ˧ hwɤ˩kv̩˩mæ˩	['ʈæ˧bɤ˧', 'ʁɑ˧ʂe˩', 'dɑ˧pɤ˧', 'ʁɑ˧ʂe˩', 'ʐɯ˧', 'hwɤ˩kv̩˩mæ˩']	['ʈæ˧bɤ˧', 'ʁɑ˧ʂe˩', 'dɑ˧pɤ˧', 'ʁɑ˧ʂe˩', 'ʐɯ˧', 'hwɤ˩kv̩˩mæ˩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ə˧tso˧ go˩	ə˧tso˧ ko˩	['ə˧tso˧', 'go˩']	['ə˧tso˧', 'ko˩']	0	0.9	[1.0, 0.6666666666666666]	0.8333333333333333
tʰi˩˥ sɯ˧pʰi˧ ɖɯ˧ʑi˩ ɲi˩tsɯ˩ mv̩˩ tʰi˩˥ kv̩˧tsʰɑ˥ki˩ dzi˩hɯ˩ɲi˩tsɯ˩ mv̩˩	tʰi˩˥ sɯ˧pʰi˧ ɖɯ˧ʑi˩hĩ˩tsɯ˩ mv̩˩ tʰi˩˥ kv̩˧tsʰɑ˥pv̩˩ki˩ dzi˩hɯ˩ɲi˩tsɯ˩ mv̩˩	['tʰi˩˥', 'sɯ˧pʰi˧', 'ɖɯ˧ʑi˩', 'ɲi˩tsɯ˩', 'mv̩˩', 'tʰi˩˥', 'kv̩˧tsʰɑ˥ki˩', 'dzi˩hɯ˩ɲi˩tsɯ˩', 'mv̩˩']	['tʰi˩˥', 'sɯ˧pʰi˧', 'ɖɯ˧ʑi˩hĩ˩tsɯ˩', 'mv̩˩', 'tʰi˩˥', 'kv̩˧tsʰɑ˥pv̩˩ki˩', 'dzi˩hɯ˩ɲi˩tsɯ˩', 'mv̩˩']	-1	0.9459459459459459	[1.0, 1.0, 0.6, 0.18181818181818182, 0.2222222222222222, 0.38095238095238093, 0.23076923076923078, 0.1111111111111111, 0.0]	0.4140970140970141
nɑ˩ʈʂʰɯ˥ ɖɯ˩lo˧ʈʂʰɯ˧	nɑ˩ʈʂʰɯ˥ ɖɯ˩lo˧ʈʂʰɯ˧	['nɑ˩ʈʂʰɯ˥', 'ɖɯ˩lo˧ʈʂʰɯ˧']	['nɑ˩ʈʂʰɯ˥', 'ɖɯ˩lo˧ʈʂʰɯ˧']	0	1.0	[1.0, 1.0]	1.0
ə˧ɲi˧tsʰi˧ɲi˧ ɖɯ˧sɑ˥ mɤ˧ʝi˧ɲi˥ze˩ mæ˩ lv̩˧ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧ɬi˧kʰɯ˥	ə˧ɲi˧tsʰi˧ɲi˧ ɖɯ˧sɑ˥ mɤ˧ʝi˥ze˩ mæ˩ lv̩˧ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧ɬi˧kʰɯ˧˥	['ə˧ɲi˧tsʰi˧ɲi˧', 'ɖɯ˧sɑ˥', 'mɤ˧ʝi˧ɲi˥ze˩', 'mæ˩', 'lv̩˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧ɬi˧kʰɯ˥']	['ə˧ɲi˧tsʰi˧ɲi˧', 'ɖɯ˧sɑ˥', 'mɤ˧ʝi˥ze˩', 'mæ˩', 'lv̩˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧ɬi˧kʰɯ˧˥']	0	0.9692307692307692	[1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 0.9565217391304348]	0.9733806566104702
