Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
ʂe˧pʰæ˩ ɖɯ˧pʰæ˧˥ tʰi˧kʰɯ˧˥	ʂe˧pʰæ˩ ɖɯ˧pʰæ˧ tʰi˥kʰɯ˩	ʂepʰæ ɖɯpʰæ tʰikʰɯ	ʂepʰæ ɖɯpʰæ tʰikʰɯ	['ʂepʰæ', 'ɖɯpʰæ', 'tʰikʰɯ']	['ʂepʰæ', 'ɖɯpʰæ', 'tʰikʰɯ']	0	1.0	[1.0, 1.0, 1.0]	1.0
gv̩˧wo˥	ə˧zɯ˩ ɖɯ˧	gv̩wo	əzɯ ɖɯ	['gv̩wo']	['əzɯ', 'ɖɯ']	1	0.0	[0.0]	0.0
kʰv̩˩mi˩ tʰv̩˩v̩˩ɳɯ˥ hĩ˧ ɖɯ˧v̩˧ tsɤ˧ɲi˥ze˩ tʰi˩˥ əəə… zo˩no˥ tsʰe˩so˩kʰv̩˩ gv̩˩˥ kwɤ˩tɕɯ˩lɑ˩ hĩ˧ ɖɯ˧v̩˧ tsɤ˧ɲi˥ze˩	kʰv̩˩mi˩ ʈʂʰɯ˩v̩˩ɳɯ˥ hĩ˧ ɖɯ˧v̩˧ tsɤ˧ɲi˥ze˩ tʰi˩˥ əə… zo˩no˥ tsʰe˩so˩kʰv̩˩ gv̩˩˥ kwɤ˩tɕɯ˩lɑ˩ hĩ˧ ɖɯ˧v̩˧ tsɤ˧ɲi˥ze˩	kʰv̩mi tʰv̩v̩ɳɯ hĩ ɖɯv̩ tsɤɲize tʰi əəə… zono tsʰesokʰv̩ gv̩ kwɤtɕɯlɑ hĩ ɖɯv̩ tsɤɲize	kʰv̩mi ʈʂʰɯv̩ɳɯ hĩ ɖɯv̩ tsɤɲize tʰi əə… zono tsʰesokʰv̩ gv̩ kwɤtɕɯlɑ hĩ ɖɯv̩ tsɤɲize	['kʰv̩mi', 'tʰv̩v̩ɳɯ', 'hĩ', 'ɖɯv̩', 'tsɤɲize', 'tʰi', 'əəə…', 'zono', 'tsʰesokʰv̩', 'gv̩', 'kwɤtɕɯlɑ', 'hĩ', 'ɖɯv̩', 'tsɤɲize']	['kʰv̩mi', 'ʈʂʰɯv̩ɳɯ', 'hĩ', 'ɖɯv̩', 'tsɤɲize', 'tʰi', 'əə…', 'zono', 'tsʰesokʰv̩', 'gv̩', 'kwɤtɕɯlɑ', 'hĩ', 'ɖɯv̩', 'tsɤɲize']	0	0.9595375722543352	[1.0, 0.625, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9630102040816326
tʰi˩˥ ʈʂʰɯ˧ so˧bæ˧hĩ˧ ʈʂʰɯ˧dʑo˩ tsʰe˧ʝi˧dʑo˩ ʑi˧qʰwɤ˧ dɑ˧tso˧ɲi˥ pi˧zo˩ gv̩˩ɬi˩mi˩qo˥ɳɯ˩ əəə… ɬi˩bi˩ʈʂʰɯ˥ le˧qwæ˧˥ wɤ˩˥ ɑ˩ʁo˧ lv̩˧qo˧ tʰi˧tv̩˧hĩ˧ʈʂʰɯ˧ gɤ˩qwæ˩˥	tʰi˩˥ ʈʂʰɯ˧ so˧bæ˧hĩ˧ ʈʂʰɯ˧dʑo˩ tsʰi˧ʝi˧dʑo˩ ʑi˧qʰwɤ˧ dɑ˧tso˧ ɲi˥ pi˧zo˩ gv̩˩ɬi˩mi˩qo˥ɳɯ˩ əə… ɬi˩bi˩ʈʂʰɯ˥ le˧qwæ˧˥ wɤ˩˥ ɑ˩ʁo˧ t lv̩˧qo˧ tʰi˧tv̩˧hĩ˧ʈʂʰɯ˧ gæɤ˩qwæ˧˥	tʰi ʈʂʰɯ sobæhĩ ʈʂʰɯdʑo tsʰeʝidʑo ʑiqʰwɤ dɑtsoɲi pizo gv̩ɬimiqoɳɯ əəə… ɬibiʈʂʰɯ leqwæ wɤ ɑʁo lv̩qo tʰitv̩hĩʈʂʰɯ gɤqwæ	tʰi ʈʂʰɯ sobæhĩ ʈʂʰɯdʑo tsʰiʝidʑo ʑiqʰwɤ dɑtso ɲi pizo gv̩ɬimiqoɳɯ əə… ɬibiʈʂʰɯ leqwæ wɤ ɑʁo t lv̩qo tʰitv̩hĩʈʂʰɯ gæɤqwæ	['tʰi', 'ʈʂʰɯ', 'sobæhĩ', 'ʈʂʰɯdʑo', 'tsʰeʝidʑo', 'ʑiqʰwɤ', 'dɑtsoɲi', 'pizo', 'gv̩ɬimiqoɳɯ', 'əəə…', 'ɬibiʈʂʰɯ', 'leqwæ', 'wɤ', 'ɑʁo', 'lv̩qo', 'tʰitv̩hĩʈʂʰɯ', 'gɤqwæ']	['tʰi', 'ʈʂʰɯ', 'sobæhĩ', 'ʈʂʰɯdʑo', 'tsʰiʝidʑo', 'ʑiqʰwɤ', 'dɑtso', 'ɲi', 'pizo', 'gv̩ɬimiqoɳɯ', 'əə…', 'ɬibiʈʂʰɯ', 'leqwæ', 'wɤ', 'ɑʁo', 't', 'lv̩qo', 'tʰitv̩hĩʈʂʰɯ', 'gæɤqwæ']	2	0.970954356846473	[1.0, 1.0, 1.0, 1.0, 0.8888888888888888, 1.0, 0.8333333333333334, 0.3333333333333333, 0.26666666666666666, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.25, 0.14285714285714285, 0.2]	0.4823996265172736
se˧kʰɯ˩ ʁo˧ni˥ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩ qʰɑ˧ʂæ˧gv̩˧ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩	si˧kʰɯ˩ʁo˩ ni˩ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩ qʰɑ˧ʂæ˧gv̩˩ ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧bo˩	sekʰɯ ʁoni ʈʂʰɯneʝi ɖɯbo qʰɑʂægv̩ ʈʂʰɯneʝi ɖɯbo	sikʰɯʁo ni ʈʂʰɯneʝi ɖɯbo qʰɑʂægv̩ ʈʂʰɯneʝi ɖɯbo	['sekʰɯ', 'ʁoni', 'ʈʂʰɯneʝi', 'ɖɯbo', 'qʰɑʂægv̩', 'ʈʂʰɯneʝi', 'ɖɯbo']	['sikʰɯʁo', 'ni', 'ʈʂʰɯneʝi', 'ɖɯbo', 'qʰɑʂægv̩', 'ʈʂʰɯneʝi', 'ɖɯbo']	0	0.9574468085106383	[0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9047619047619048
kʰv̩˩mi˩ki˥dʑo˩ tʰi˩˥ pʰv̩˩ɖɯ˩ ʝi˥zo˩kv̩˩ hĩ˧ hĩ˧zɯ˧zɯ˥lɑ˩ kʰv̩˩zɯ˩zɯ˥pi˩ zo˩no˥ hĩ˧lɑ˩ kʰv̩˧dʑo˩ ɖɯ˧bæ˧lɑ˧ ɲi˥	kʰv̩˩mi˩ki˥dʑo˩ tʰi˩˥ pʰv̩˩ɖɯ˩ ʝi˥zo˩kv̩˩ hĩ˧ hĩ˧ zɯ˧zɯ˧lɑ˩ kʰv̩˧zɯ˧zɯ˧pi˩ zo˩no˥ hĩ˧lɑ˩ kʰv̩˧di˥ ɖɯ˧bæ˧lɑ˧ ɲi˥	kʰv̩mikidʑo tʰi pʰv̩ɖɯ ʝizokv̩ hĩ hĩzɯzɯlɑ kʰv̩zɯzɯpi zono hĩlɑ kʰv̩dʑo ɖɯbælɑ ɲi	kʰv̩mikidʑo tʰi pʰv̩ɖɯ ʝizokv̩ hĩ hĩ zɯzɯlɑ kʰv̩zɯzɯpi zono hĩlɑ kʰv̩di ɖɯbælɑ ɲi	['kʰv̩mikidʑo', 'tʰi', 'pʰv̩ɖɯ', 'ʝizokv̩', 'hĩ', 'hĩzɯzɯlɑ', 'kʰv̩zɯzɯpi', 'zono', 'hĩlɑ', 'kʰv̩dʑo', 'ɖɯbælɑ', 'ɲi']	['kʰv̩mikidʑo', 'tʰi', 'pʰv̩ɖɯ', 'ʝizokv̩', 'hĩ', 'hĩ', 'zɯzɯlɑ', 'kʰv̩zɯzɯpi', 'zono', 'hĩlɑ', 'kʰv̩di', 'ɖɯbælɑ', 'ɲi']	1	0.9761904761904762	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0]	0.5119047619047619
tʰi˩˥ əəə… ə˧mi˧ ɖɯ˧do˩ki˩dʑo˩ tʰi˩˥ wɤ˩˥ ə˧mi˧ le˧tɕʰɯ˧˥ tɕɯ˩hɯ˩zo˩	tʰi˩˥ əə… ə˧mi˧ ɖɯ˧do˩ɻ̍˩ki˩dʑo˩ tʰi˩˥ wɤ˩˥ ə˧mi˧ le˧tɕʰɯ˧tɕi˩hɯ˩zo˩	tʰi əəə… əmi ɖɯdokidʑo tʰi wɤ əmi letɕʰɯ tɕɯhɯzo	tʰi əə… əmi ɖɯdoɻ̍kidʑo tʰi wɤ əmi letɕʰɯtɕihɯzo	['tʰi', 'əəə…', 'əmi', 'ɖɯdokidʑo', 'tʰi', 'wɤ', 'əmi', 'letɕʰɯ', 'tɕɯhɯzo']	['tʰi', 'əə…', 'əmi', 'ɖɯdoɻ̍kidʑo', 'tʰi', 'wɤ', 'əmi', 'letɕʰɯtɕihɯzo']	-1	0.9375	[1.0, 0.8571428571428571, 1.0, 0.9, 1.0, 1.0, 1.0, 0.631578947368421, 0.0]	0.820969089390142
ʈʂʰɯ˧ne˧ʝi˥ ʁɑ˩mi˧ ɲi˧zo˧ njɤ˩ɭɯ˧lɑ˧ ʁo˧qʰwɤ˩ dʑo˩ tʰi˧di˩zo˩	ʈʂʰɯ˧ne˧ʝi˥ ʁɑ˩mi˧ ɲi˧zo˩ njɤ˩ɭɯ˧lɑ˧ ʁo˧qʰwɤ˩zo˩dʑo˩ tʰi˧di˩zo˩	ʈʂʰɯneʝi ʁɑmi ɲizo njɤɭɯlɑ ʁoqʰwɤ dʑo tʰidizo	ʈʂʰɯneʝi ʁɑmi ɲizo njɤɭɯlɑ ʁoqʰwɤzodʑo tʰidizo	['ʈʂʰɯneʝi', 'ʁɑmi', 'ɲizo', 'njɤɭɯlɑ', 'ʁoqʰwɤ', 'dʑo', 'tʰidizo']	['ʈʂʰɯneʝi', 'ʁɑmi', 'ɲizo', 'njɤɭɯlɑ', 'ʁoqʰwɤzodʑo', 'tʰidizo']	-1	0.967032967032967	[1.0, 1.0, 1.0, 1.0, 0.7058823529411765, 0.4, 0.0]	0.7294117647058823
ɖɯ˧kʰv̩˧˥ ɲi˧kʰv̩˧˥ tsʰe˧kʰv̩˧ gv̩˧ɲi˥ze˩mæ˩ ə˩gi˩	ɖɯ˧kʰv̩˧˥ ɲi˩kʰv̩˩˥ tsʰe˩kʰv̩˩ gv̩˩ɲi˥ze˩mæ˩ ə˩dgi˩	ɖɯkʰv̩ ɲikʰv̩ tsʰekʰv̩ gv̩ɲizemæ əgi	ɖɯkʰv̩ ɲikʰv̩ tsʰekʰv̩ gv̩ɲizemæ ədgi	['ɖɯkʰv̩', 'ɲikʰv̩', 'tsʰekʰv̩', 'gv̩ɲizemæ', 'əgi']	['ɖɯkʰv̩', 'ɲikʰv̩', 'tsʰekʰv̩', 'gv̩ɲizemæ', 'ədgi']	0	0.9863013698630136	[1.0, 1.0, 1.0, 1.0, 0.8571428571428571]	0.9714285714285714
tʰi˩˥ dʑo˩ gi˩˥ dʑo˩ tʰi˩˥ hĩ˧ɻæ˥ tʰi˩˥ k ə˧mv̩˧˥ tʰi˩˥ ʂɯ˧tse˥ mɤ˧hɯ˧ tʰi˧dzi˩kʰɯ˩tsɯ˩ mv̩˩	tʰi˩˥ dʑo˩ gi˩˥ dʑo˩ tʰi˩˥ hĩ˧ɻæ˥ tʰi˩˥ kə˧mv̩˧˥ tʰi˩˥ ʂɯ˩dzɤ˥ mɤ˧hɯ˧ tʰi˧dzi˩kʰɯ˩tsɯ˩ mv̩˩	tʰi dʑo gi dʑo tʰi hĩɻæ tʰi k əmv̩ tʰi ʂɯtse mɤhɯ tʰidzikʰɯtsɯ mv̩	tʰi dʑo gi dʑo tʰi hĩɻæ tʰi kəmv̩ tʰi ʂɯdzɤ mɤhɯ tʰidzikʰɯtsɯ mv̩	['tʰi', 'dʑo', 'gi', 'dʑo', 'tʰi', 'hĩɻæ', 'tʰi', 'k', 'əmv̩', 'tʰi', 'ʂɯtse', 'mɤhɯ', 'tʰidzikʰɯtsɯ', 'mv̩']	['tʰi', 'dʑo', 'gi', 'dʑo', 'tʰi', 'hĩɻæ', 'tʰi', 'kəmv̩', 'tʰi', 'ʂɯdzɤ', 'mɤhɯ', 'tʰidzikʰɯtsɯ', 'mv̩']	-1	0.9473684210526315	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.2222222222222222, 0.125, 0.0, 0.0]	0.5486111111111112
njɤ˧ ə˧si˧ɳɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mv̩˩	njɤ˧ ə˧si˧ɳɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mv̩˩	njɤ əsiɳɯ ʈʂʰɯneʝi ʐwɤkv̩ mv̩	njɤ əsiɳɯ ʈʂʰɯneʝi ʐwɤkv̩ mv̩	['njɤ', 'əsiɳɯ', 'ʈʂʰɯneʝi', 'ʐwɤkv̩', 'mv̩']	['njɤ', 'əsiɳɯ', 'ʈʂʰɯneʝi', 'ʐwɤkv̩', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʂʰo˥ le˧ʈʂʰo˥dʑo˩ tʰi˩˥ əəə… ʁwɤ˧ ʁwɤ˧qo˧ njæ˧sɯ˩kv̩˩ bi˧ ɖɯ˧ʑi˩ɳɯ˩ ɖɯ˧v̩˧ bi˧ ʈʰææ̃˧ tʰi˧g əəə… tʰi˧dzi˩ ʈʂʰɯ˧ne˧ʝi˥ ŋv̩˩ kv̩˩˥ mæ˩	ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʂʰo˥ le˧ʈʂʰo˧˥ dʑo˩ tʰi˩˥ ə əəə… ʁwɤ˧qo˧ njæ˧sɯ˩kv̩˩ bi˧ ɖɯ˧ʑi˩ɳɯ˩ ɖɯ˧v̩˩ bi˩ ʈʰææ̃˧ tʰi˧qo əəə… tʰi˧dzi˩zo ʈʂʰɯ˧ne˧ʝi˥ ŋv̩˩kv̩˩˥ mæ˩	ʈʂʰɯneʝi leʈʂʰo leʈʂʰodʑo tʰi əəə… ʁwɤ ʁwɤqo njæsɯkv̩ bi ɖɯʑiɳɯ ɖɯv̩ bi ʈʰææ̃ tʰig əəə… tʰidzi ʈʂʰɯneʝi ŋv̩ kv̩ mæ	ʈʂʰɯneʝi leʈʂʰo leʈʂʰo dʑo tʰi ə əəə… ʁwɤqo njæsɯkv̩ bi ɖɯʑiɳɯ ɖɯv̩ bi ʈʰææ̃ tʰiqo əəə… tʰidzizo ʈʂʰɯneʝi ŋv̩kv̩ mæ	['ʈʂʰɯneʝi', 'leʈʂʰo', 'leʈʂʰodʑo', 'tʰi', 'əəə…', 'ʁwɤ', 'ʁwɤqo', 'njæsɯkv̩', 'bi', 'ɖɯʑiɳɯ', 'ɖɯv̩', 'bi', 'ʈʰææ̃', 'tʰig', 'əəə…', 'tʰidzi', 'ʈʂʰɯneʝi', 'ŋv̩', 'kv̩', 'mæ']	['ʈʂʰɯneʝi', 'leʈʂʰo', 'leʈʂʰo', 'dʑo', 'tʰi', 'ə', 'əəə…', 'ʁwɤqo', 'njæsɯkv̩', 'bi', 'ɖɯʑiɳɯ', 'ɖɯv̩', 'bi', 'ʈʰææ̃', 'tʰiqo', 'əəə…', 'tʰidzizo', 'ʈʂʰɯneʝi', 'ŋv̩kv̩', 'mæ']	0	0.9432314410480349	[1.0, 1.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.4, 0.0, 0.0, 0.2222222222222222, 0.0, 0.0, 0.25, 0.0, 0.6666666666666666, 1.0]	0.27944444444444444
lɑ˧tʰɑ˧di˧ɳɯ˥ tʰi˩˥ ə˧lɑ˧ʁwɤ˧ dzi˩	lɑ˧tʰɑ˧di˧ɳɯ˥ tʰi˩˥ ə˧lɑ˧ʁwɤ˧ dzi˩	lɑtʰɑdiɳɯ tʰi əlɑʁwɤ dzi	lɑtʰɑdiɳɯ tʰi əlɑʁwɤ dzi	['lɑtʰɑdiɳɯ', 'tʰi', 'əlɑʁwɤ', 'dzi']	['lɑtʰɑdiɳɯ', 'tʰi', 'əlɑʁwɤ', 'dzi']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
zo˩no˥ kʰv̩˩mi˩ki˥ pʰv̩˧ɖɯ˧ mɤ˧ʝi˥ pi˧dʑo˩ dʑɤ˩ mɤ˧kv̩˧pi˥zo˩	zo˩no˥ kʰv̩˩mi˩ki˥ pʰv̩˧ɖɯ˧ mɤ˧ʝi˥ pi˧dʑo˩ dʑɤ˩mɤ˧kv̩˧ pi˧zo˩	zono kʰv̩miki pʰv̩ɖɯ mɤʝi pidʑo dʑɤ mɤkv̩pizo	zono kʰv̩miki pʰv̩ɖɯ mɤʝi pidʑo dʑɤmɤkv̩ pizo	['zono', 'kʰv̩miki', 'pʰv̩ɖɯ', 'mɤʝi', 'pidʑo', 'dʑɤ', 'mɤkv̩pizo']	['zono', 'kʰv̩miki', 'pʰv̩ɖɯ', 'mɤʝi', 'pidʑo', 'dʑɤmɤkv̩', 'pizo']	0	0.9777777777777777	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5454545454545454, 0.6153846153846154]	0.8801198801198801
ʂɯ˧tsʰi˩ hõ˩tsʰi˩kʰv̩˩ ɖɯ˩bi˩ õ˧bv̩˥õ˩ ɲi˩ze˩	ʂɯ˧tsʰi˩ hõ˩tsʰi˩kʰv̩˩ ɖɯ˩bi˩ õ˧bv̩˥õ˩ ɲi˩ze˩	ʂɯtsʰi hõtsʰikʰv̩ ɖɯbi õbv̩õ ɲize	ʂɯtsʰi hõtsʰikʰv̩ ɖɯbi õbv̩õ ɲize	['ʂɯtsʰi', 'hõtsʰikʰv̩', 'ɖɯbi', 'õbv̩õ', 'ɲize']	['ʂɯtsʰi', 'hõtsʰikʰv̩', 'ɖɯbi', 'õbv̩õ', 'ɲize']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
əəə… bæ˩bæ˩ bæ˥pi˩ tsʰe˧tʰv̩˧ kv̩˧hĩ˥ ɖɯ˧ʁo˩ dʑo˩dʑo˩ õ˧tʰv̩˧ʁo˥hĩ˩tʰv̩˩	əəə… bæ˩bæ˩bæ˥ pi˧ tsʰe˧tʰv̩˧ kv̩˧hĩ˥ ɖɯ˩ʁo˩ dʑo˩dʑo˩ õ˧tʰv̩˧ʁo˥ tʰv̩˩	əəə… bæbæ bæpi tsʰetʰv̩ kv̩hĩ ɖɯʁo dʑodʑo õtʰv̩ʁohĩtʰv̩	əəə… bæbæbæ pi tsʰetʰv̩ kv̩hĩ ɖɯʁo dʑodʑo õtʰv̩ʁo tʰv̩	['əəə…', 'bæbæ', 'bæpi', 'tsʰetʰv̩', 'kv̩hĩ', 'ɖɯʁo', 'dʑodʑo', 'õtʰv̩ʁohĩtʰv̩']	['əəə…', 'bæbæbæ', 'pi', 'tsʰetʰv̩', 'kv̩hĩ', 'ɖɯʁo', 'dʑodʑo', 'õtʰv̩ʁo', 'tʰv̩']	1	0.9473684210526315	[1.0, 0.8, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0.6956521739130435]	0.8952898550724637
tʰi˩˥ ʈʰæ˧mi˧ɳɯ˩ di˩li˩ʁo˩bv̩˥dʑo˩ le˧tɕɤ˧˥	tʰi˩˥ ʈʰææ̃˧ di˩li˩ʁo˩bv̩˥dʑo˩ le˧tɕɤ˧˥	tʰi ʈʰæmiɳɯ diliʁobv̩dʑo letɕɤ	tʰi ʈʰææ̃ diliʁobv̩dʑo letɕɤ	['tʰi', 'ʈʰæmiɳɯ', 'diliʁobv̩dʑo', 'letɕɤ']	['tʰi', 'ʈʰææ̃', 'diliʁobv̩dʑo', 'letɕɤ']	0	0.896551724137931	[1.0, 0.5, 1.0, 1.0]	0.875
ʂe˩mo˧ ɲi˥pi˩ ɖɯ˧ʁo˩ dʑo˩kv̩˩ zo˩no˥ ɖwæ˧˥ pʰv̩˧ɖɯ˧hĩ˥ tʰv̩˩ʁo˩dʑo˩ ʂe˩mo˧ ɲi˥ pi˧kv̩˩mæ˩	ʂe˩mo˥ɲi˥ pi˩ ɖɯ˩ʁo˩ dʑo˩kv̩˩ zo˩no˥ ɖwæ˧˥ pʰv̩˧ɖɯ˧hĩ˥ tʰv̩˧ʁo˩dʑo˩ ʂe˩mo˧ɲi˥ pi˩kv̩˩mæ˩	ʂemo ɲipi ɖɯʁo dʑokv̩ zono ɖwæ pʰv̩ɖɯhĩ tʰv̩ʁodʑo ʂemo ɲi pikv̩mæ	ʂemoɲi pi ɖɯʁo dʑokv̩ zono ɖwæ pʰv̩ɖɯhĩ tʰv̩ʁodʑo ʂemoɲi pikv̩mæ	['ʂemo', 'ɲipi', 'ɖɯʁo', 'dʑokv̩', 'zono', 'ɖwæ', 'pʰv̩ɖɯhĩ', 'tʰv̩ʁodʑo', 'ʂemo', 'ɲi', 'pikv̩mæ']	['ʂemoɲi', 'pi', 'ɖɯʁo', 'dʑokv̩', 'zono', 'ɖwæ', 'pʰv̩ɖɯhĩ', 'tʰv̩ʁodʑo', 'ʂemoɲi', 'pikv̩mæ']	-1	0.9770992366412213	[0.8, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.2222222222222222, 0.0]	0.7717171717171717
tʰi˩˥ əəə… õ˧tʰv̩˧ əəə… ə˧pʰv̩˧dʑo˧ ə˧pʰv̩˧ ɲi˩ze˩mæ˩ ə˩gi˩ njæ˧sɯ˩kv̩˩ ə˧pʰv̩˧ ə˧ʑi˧˥ ə˧pʰv̩˧ ɲi˩ze˩mæ˩ tʰv̩˧sɯ˩kv̩˩ zo˧mv̩˥ mɤ˧dʑo˩ɲi˩ze˩mæ˩	tʰi˩˥ əə… õ˧tʰv̩˧ əə… ə˧pʰv̩˧dʑo˧ ə˧pʰv̩˩ɲi˩ze˩mæ˩ ə˩gi˩ njæ˧sɯ˩kv̩˩ ə˧pʰv̩˧ ə˧ʑi˧˥ ə˧pʰv̩˩ ɲi˩ze˩sɯkv̩˩ zo˧mv̩˥ mɤ˧dʑo˩ɲi˩ze˩mæ˩	tʰi əəə… õtʰv̩ əəə… əpʰv̩dʑo əpʰv̩ ɲizemæ əgi njæsɯkv̩ əpʰv̩ əʑi əpʰv̩ ɲizemæ tʰv̩sɯkv̩ zomv̩ mɤdʑoɲizemæ	tʰi əə… õtʰv̩ əə… əpʰv̩dʑo əpʰv̩ɲizemæ əgi njæsɯkv̩ əpʰv̩ əʑi əpʰv̩ ɲizesɯkv̩ zomv̩ mɤdʑoɲizemæ	['tʰi', 'əəə…', 'õtʰv̩', 'əəə…', 'əpʰv̩dʑo', 'əpʰv̩', 'ɲizemæ', 'əgi', 'njæsɯkv̩', 'əpʰv̩', 'əʑi', 'əpʰv̩', 'ɲizemæ', 'tʰv̩sɯkv̩', 'zomv̩', 'mɤdʑoɲizemæ']	['tʰi', 'əə…', 'õtʰv̩', 'əə…', 'əpʰv̩dʑo', 'əpʰv̩ɲizemæ', 'əgi', 'njæsɯkv̩', 'əpʰv̩', 'əʑi', 'əpʰv̩', 'ɲizesɯkv̩', 'zomv̩', 'mɤdʑoɲizemæ']	-2	0.9504950495049505	[1.0, 0.8571428571428571, 1.0, 0.8571428571428571, 1.0, 0.625, 0.2222222222222222, 0.0, 0.3076923076923077, 0.25, 0.25, 0.2857142857142857, 0.36363636363636365, 0.0, 0.0, 0.0]	0.4386594308469308
li˧hɯ˧ dʑo˥ ɲi˧zo˧ ʈʂʰɯ˧ qʰɑ˧ɖɯ˧mi˧hĩ˧ ɖɯ˧mi˩ tʰi˧dʑo˩ pi˧tsɯ˩ mv̩˩	li˧hɯ˧dʑo˧ ɲi˧zo˧ʈʂʰɯ˧ qʰɑ˧ ɖɯ˧mi˧ ɖɯ˧mi˩ tʰi˧dʑo˩ pi˧tsɯ˩ mv̩˩	lihɯ dʑo ɲizo ʈʂʰɯ qʰɑɖɯmihĩ ɖɯmi tʰidʑo pitsɯ mv̩	lihɯdʑo ɲizoʈʂʰɯ qʰɑ ɖɯmi ɖɯmi tʰidʑo pitsɯ mv̩	['lihɯ', 'dʑo', 'ɲizo', 'ʈʂʰɯ', 'qʰɑɖɯmihĩ', 'ɖɯmi', 'tʰidʑo', 'pitsɯ', 'mv̩']	['lihɯdʑo', 'ɲizoʈʂʰɯ', 'qʰɑ', 'ɖɯmi', 'ɖɯmi', 'tʰidʑo', 'pitsɯ', 'mv̩']	-1	0.9387755102040817	[0.7272727272727273, 0.18181818181818182, 0.0, 0.25, 0.5714285714285714, 0.2, 0.18181818181818182, 0.0, 0.0]	0.2347041847041847
dʑɤ˩tsʰo˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ mmm… dʑo˩ kɤ˧kɤ˩ tʰi˧dzi˩dʑo˩	dʑɤ˩tsʰɯ˧dʑo˥ ə˧ʝi˧ʂɯ˥ʝi˩  … dʑo˩ kɤ˧kɤ˩ tʰi˧dzi˩dʑo˩	dʑɤtsʰodʑo əʝiʂɯʝi mmm… dʑo kɤkɤ tʰidzidʑo	dʑɤtsʰɯdʑo əʝiʂɯʝi  … dʑo kɤkɤ tʰidzidʑo	['dʑɤtsʰodʑo', 'əʝiʂɯʝi', 'mmm…', 'dʑo', 'kɤkɤ', 'tʰidzidʑo']	['dʑɤtsʰɯdʑo', 'əʝiʂɯʝi', '', '…', 'dʑo', 'kɤkɤ', 'tʰidzidʑo']	1	0.926829268292683	[0.9, 1.0, 0.0, 0.0, 0.0, 0.0]	0.31666666666666665
jɤ˧ŋɤ˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ hæ̃˩bɑ˥lɑ˩	jɤ˧ŋɤ˧dʑo˧ ə˧ʝi˧ʂɯ˥ʝi˩ hæ̃˩bɑ˧lɑ˩	jɤŋɤdʑo əʝiʂɯʝi hæ̃bɑlɑ	jɤŋɤdʑo əʝiʂɯʝi hæ̃bɑlɑ	['jɤŋɤdʑo', 'əʝiʂɯʝi', 'hæ̃bɑlɑ']	['jɤŋɤdʑo', 'əʝiʂɯʝi', 'hæ̃bɑlɑ']	0	1.0	[1.0, 1.0, 1.0]	1.0
