Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
wɤ˩˥ le˧tɕɯ˩tɕɯ˩ le˧po˧tsʰɯ˧˥ wɤ˩˥ ɬi˧di˩ tɕʰi˧kv̩˥mæ˩	wɤ˩˥ le˧tɕɯ˩tɕɯ˩ le˧po˧tsʰɯ˧˥ wɤ˩˥ ɬi˧di˩ tɕʰi˧kv̩˧˥ mæ˩	['wɤ˩˥', 'le˧tɕɯ˩tɕɯ˩', 'le˧po˧tsʰɯ˧˥', 'wɤ˩˥', 'ɬi˧di˩', 'tɕʰi˧kv̩˥mæ˩']	['wɤ˩˥', 'le˧tɕɯ˩tɕɯ˩', 'le˧po˧tsʰɯ˧˥', 'wɤ˩˥', 'ɬi˧di˩', 'tɕʰi˧kv̩˧˥', 'mæ˩']	1	0.9818181818181818	[1.0, 1.0, 1.0, 1.0, 1.0, 0.8181818181818182]	0.9696969696969697
kʰvkʰv̩˩mi˩ʈʂʰɯ˥dʑo˩ njɤ˧le˧gv̩˧ ʐo˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩	kʰv̩˩˥ no˩ kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩ njɤ˧le˧gv̩˥ ʐo˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩˩	['kʰvkʰv̩˩mi˩ʈʂʰɯ˥dʑo˩', 'njɤ˧le˧gv̩˧', 'ʐo˩˥', 'ɖɯ˧mɤ˧kv̩˧tsɯ˥', 'mv̩']	['kʰv̩˩˥', 'no˩', 'kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩', 'njɤ˧le˧gv̩˥', 'ʐo˩˥', 'ɖɯ˧mɤ˧kv̩˧tsɯ˥', 'mv̩˩']	2	0.9090909090909091	[0.46153846153846156, 0.14285714285714285, 0.19047619047619047, 0.4, 0.0]	0.23897435897435898
wɤ˩˥ kɯ˧ʈʂʰwɤ˩ ɖɯ˧tɕʰi˧gv̩˩ dʑɤ˩tsʰo˧hĩ˧ɻæ˧ki˥	wɤ˩˥ kɯ˧ʈʂʰwɤ˩ ɖɯ˧tɕʰi˩gv̩˩ dʑɤ˩tsʰo˥hĩ˧ki˧	['wɤ˩˥', 'kɯ˧ʈʂʰwɤ˩', 'ɖɯ˧tɕʰi˧gv̩˩', 'dʑɤ˩tsʰo˧hĩ˧ɻæ˧ki˥']	['wɤ˩˥', 'kɯ˧ʈʂʰwɤ˩', 'ɖɯ˧tɕʰi˩gv̩˩', 'dʑɤ˩tsʰo˥hĩ˧ki˧']	0	0.9010989010989011	[1.0, 1.0, 0.9166666666666666, 0.8]	0.9291666666666667
zo˩no˥ ʈʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩ ʈʂʰæ˧ɣɯ˧mɤ˧dʑo˧ɲi˥ ʈʂʰo˧lɑ˧kv̩˥	zo˩no˥ ʈʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩ ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ɲi˥ ʈʂʰo˧lɑ˧kv̩˥	['zo˩no˥', 'ʈʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩', 'ʈʂʰæ˧ɣɯ˧mɤ˧dʑo˧ɲi˥', 'ʈʂʰo˧lɑ˧kv̩˥']	['zo˩no˥', 'ʈʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩', 'ʈʂʰæ˧ɣɯ˧', 'mɤ˧dʑo˧ɲi˥', 'ʈʂʰo˧lɑ˧kv̩˥']	1	0.990990990990991	[1.0, 1.0, 0.6153846153846154, 0.2727272727272727]	0.7220279720279721
tʰi˩˥ le˧tɕɤ˧se˥ wɤ˩˥ le˧bv̩˩	tʰi˩˥ le˧tɕɤ˧se˥ wɤ˩˥ le˧bv̩˩	['tʰi˩˥', 'le˧tɕɤ˧se˥', 'wɤ˩˥', 'le˧bv̩˩']	['tʰi˩˥', 'le˧tɕɤ˧se˥', 'wɤ˩˥', 'le˧bv̩˩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ mo˧ɳɯ˥ tsʰi˧ʝi˧ mo˧ɳɯ˥ tʰv̩˧ʁo˥ tʰv̩˧qo˧ mo˧ɳɯ˥ dv̩˩ze˥ tʰv̩˧qo˧ mo˧ɳɯ˥ dv̩˩pi˧ gɯ˩ʝi˥ dzɯ˧mɤ˧kv̩˩ze˩ o	õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ mo˧ɳɯ˥ tɕʰo˧hĩ˧ɻ̍˩ mo˩ɳɯ˥ tʰv̩˧v̩˧tsʰo˧qo˧ mo˧ɳɯ˥ dv̩˩ɲizo˥ tʰv̩˧qo˧ mo˧ɳɯ˥ d˩pi˩ gi˩˥ mɤ˧dzɯ˧mɤ˧kv̩˩ze˩ õ	['õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩', 'tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'mo˧ɳɯ˥', 'tsʰi˧ʝi˧', 'mo˧ɳɯ˥', 'tʰv̩˧ʁo˥', 'tʰv̩˧qo˧', 'mo˧ɳɯ˥', 'dv̩˩ze˥', 'tʰv̩˧qo˧', 'mo˧ɳɯ˥', 'dv̩˩pi˧', 'gɯ˩ʝi˥', 'dzɯ˧mɤ˧kv̩˩ze˩', 'o']	['õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩', 'tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'mo˧ɳɯ˥', 'tɕʰo˧hĩ˧ɻ̍˩', 'mo˩ɳɯ˥', 'tʰv̩˧v̩˧tsʰo˧qo˧', 'mo˧ɳɯ˥', 'dv̩˩ɲizo˥', 'tʰv̩˧qo˧', 'mo˧ɳɯ˥', 'd˩pi˩', 'gi˩˥', 'mɤ˧dzɯ˧mɤ˧kv̩˩ze˩', 'õ']	-1	0.8631578947368421	[1.0, 1.0, 1.0, 1.0, 0.5, 0.8333333333333334, 0.5, 0.2857142857142857, 0.26666666666666666, 0.26666666666666666, 0.2857142857142857, 0.0, 0.18181818181818182, 0.17391304347826086, 0.0, 0.0]	0.45586415396198005
tʰi˩˥ ə˧mi˧le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩ æ˧ʂæ˧tɑ˩mv̩˩dʑo˩	tʰi˩˥ ə˧mi˧ le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˧˥ æ˧ʂæ˧tɑ˩mv̩˩dʑo˩	['tʰi˩˥', 'ə˧mi˧le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩', 'æ˧ʂæ˧tɑ˩mv̩˩dʑo˩']	['tʰi˩˥', 'ə˧mi˧', 'le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˧˥', 'æ˧ʂæ˧tɑ˩mv̩˩dʑo˩']	1	0.9574468085106383	[1.0, 0.35714285714285715, 0.2857142857142857]	0.5476190476190477
əəə…ʐv̩˧tsʰi˩gv̩˩hɑ̃˩ɖɯ˩kʰv̩˩mmm…lv̩˩kʰɯ˩zo˩kv̩˥pi˩	əə…ʐv̩˧tsʰi˧gv̩˩hɑ̃˩ ɖɯ˧kʰv̩˩nlv̩˧kʰɯ˧zo˧kv̩˩pi˩	['əəə…ʐv̩˧tsʰi˩gv̩˩hɑ̃˩ɖɯ˩kʰv̩˩mmm…lv̩˩kʰɯ˩zo˩kv̩˥pi˩']	['əə…ʐv̩˧tsʰi˧gv̩˩hɑ̃˩', 'ɖɯ˧kʰv̩˩nlv̩˧kʰɯ˧zo˧kv̩˩pi˩']	1	0.8080808080808081	[0.5352112676056338]	0.5352112676056338
hæ̃˧pɤ˧tʰi˧mv̩˧kʰɯ˧se˥ dʑo˩ tʰi˩˥ dʑɯ˧ki˥ tʰi˧ki˩kʰɯ˩	hæ̃˧pɤ˧tʰi˧mv̩˧kʰɯ˧se˥dʑo˩ tʰi˩˥ dʑɯ˧ki˥ tʰi˩ki˩kʰɯ˩	['hæ̃˧pɤ˧tʰi˧mv̩˧kʰɯ˧se˥', 'dʑo˩', 'tʰi˩˥', 'dʑɯ˧ki˥', 'tʰi˧ki˩kʰɯ˩']	['hæ̃˧pɤ˧tʰi˧mv̩˧kʰɯ˧se˥dʑo˩', 'tʰi˩˥', 'dʑɯ˧ki˥', 'tʰi˩ki˩kʰɯ˩']	-1	0.9714285714285714	[0.9166666666666666, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.0]	0.33888888888888885
le˧qʰwɤ˧ ʈʂʰɯ˧gi˧˥ ɖɯ˧ʈʂæ˧gv̩˧dʑo˩ tʰi˩˥ ɖɯ˧ɲi˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ʈʂʰɯ˧ zo˩no˧ni˩ ə˧tso˧fv̩˧ɻ̍˧ mɤ˧dʑo˧ɲi˥mæ˩ ə˩gi˩	le˧qʰwɤ˧ ʈʂʰɯ˧dʑo˥ ɖɯ˧ʈʂæ˧gv̩˧dʑo˩ tʰi˩˥ ɖɯ˧ɲi˥ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ʈʂɯ˧ zo˩no˧ni˩ ə˧tso˧fv̩˧ mɤ˧dʑo˧ɲi˥mæ˩ ə˩gi˩	['le˧qʰwɤ˧', 'ʈʂʰɯ˧gi˧˥', 'ɖɯ˧ʈʂæ˧gv̩˧dʑo˩', 'tʰi˩˥', 'ɖɯ˧ɲi˥', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'hɑ˧ʈʂʰɯ˧', 'zo˩no˧ni˩', 'ə˧tso˧fv̩˧ɻ̍˧', 'mɤ˧dʑo˧ɲi˥mæ˩', 'ə˩gi˩']	['le˧qʰwɤ˧', 'ʈʂʰɯ˧dʑo˥', 'ɖɯ˧ʈʂæ˧gv̩˧dʑo˩', 'tʰi˩˥', 'ɖɯ˧ɲi˥', 'ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩', 'hɑ˧ʈʂɯ˧', 'zo˩no˧ni˩', 'ə˧tso˧fv̩˧', 'mɤ˧dʑo˧ɲi˥mæ˩', 'ə˩gi˩']	0	0.956140350877193	[1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 0.8695652173913043, 1.0, 1.0]	0.9517786561264822
kv̩˧tsʰɑ˧ɻ̍˧pi˥ kv̩˧tsʰɑ˥ ki˧zo˧pi˧zo˥	kv̩˧tsʰɑ˧ɻ̍pi˥ kv̩˧tsʰɑ˥ki˩zo˧pi˧zo˥	['kv̩˧tsʰɑ˧ɻ̍˧pi˥', 'kv̩˧tsʰɑ˥', 'ki˧zo˧pi˧zo˥']	['kv̩˧tsʰɑ˧ɻ̍pi˥', 'kv̩˧tsʰɑ˥ki˩zo˧pi˧zo˥']	-1	0.9459459459459459	[0.9655172413793104, 0.6, 0.0]	0.5218390804597701
tʰi˩˥ tʰi˩˥ hĩ˧bæ˧ʈʂʰɯ˧ qʰɑ˩jɤ˩le˩tsʰɯ˩bi˥ qo˩ho˧˥ le˧pɤ˥pɤ˩ jo˧kv̩˧˥ mæ˩	tʰi˩˥ tʰi˩˥ hĩ˧bæ˧ʈʂʰɯ˧ qʰɑ˩jɤ˩le˩tsʰɯ˩bi˥ qo˩ho˧˥ le˧pɤ˥ po˧jo˧kv̩˧˥ mæ˩	['tʰi˩˥', 'tʰi˩˥', 'hĩ˧bæ˧ʈʂʰɯ˧', 'qʰɑ˩jɤ˩le˩tsʰɯ˩bi˥', 'qo˩ho˧˥', 'le˧pɤ˥pɤ˩', 'jo˧kv̩˧˥', 'mæ˩']	['tʰi˩˥', 'tʰi˩˥', 'hĩ˧bæ˧ʈʂʰɯ˧', 'qʰɑ˩jɤ˩le˩tsʰɯ˩bi˥', 'qo˩ho˧˥', 'le˧pɤ˥', 'po˧jo˧kv̩˧˥', 'mæ˩']	0	0.9594594594594594	[1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8421052631578947, 1.0]	0.9552631578947368
ʈæ˧bɤ˧ʁɑ˧ʂe˩ dɑ˧pɤ˧ʁɑ˧ʂe˩ ʐɯ˧hwɤ˩kv̩˩mæ˩	ʈæ˧bɤ˧ʁɑ˧ʂe˩ dɑ˧pɤ˧ʁɑ˧ʂe˩ ʐɯ˧hwɤ˩kv̩˩mæ˩	['ʈæ˧bɤ˧ʁɑ˧ʂe˩', 'dɑ˧pɤ˧ʁɑ˧ʂe˩', 'ʐɯ˧hwɤ˩kv̩˩mæ˩']	['ʈæ˧bɤ˧ʁɑ˧ʂe˩', 'dɑ˧pɤ˧ʁɑ˧ʂe˩', 'ʐɯ˧hwɤ˩kv̩˩mæ˩']	0	1.0	[1.0, 1.0, 1.0]	1.0
ə˧tso˧go	ə˧tso˧ wkv̩˩	['ə˧tso˧go']	['ə˧tso˧', 'wkv̩˩']	1	0.6	[0.8571428571428571]	0.8571428571428571
tʰi˩˥ sɯ˧pʰi˧ ɖɯ˧ʑi˩ɲi˩tsɯ˩ mv̩˩ tʰi˩˥ kv̩˧tsʰɑ˥ki˩dzi˩hɯ˩ɲi˩tsɯ˩ mv̩	tʰi˩˥ sɯ˧pʰi˧ ɖɯ˧ʑi˩hɲĩ˩tsɯ˩ mv̩˩ tʰi˩˥ kv̩˧tsʰɑ˥pv̩˩ki˩ dzɯ˩hɯ˩ɲi˩tsɯ˩ mv̩˩	['tʰi˩˥', 'sɯ˧pʰi˧', 'ɖɯ˧ʑi˩ɲi˩tsɯ˩', 'mv̩˩', 'tʰi˩˥', 'kv̩˧tsʰɑ˥ki˩dzi˩hɯ˩ɲi˩tsɯ˩', 'mv̩']	['tʰi˩˥', 'sɯ˧pʰi˧', 'ɖɯ˧ʑi˩hɲĩ˩tsɯ˩', 'mv̩˩', 'tʰi˩˥', 'kv̩˧tsʰɑ˥pv̩˩ki˩', 'dzɯ˩hɯ˩ɲi˩tsɯ˩', 'mv̩˩']	1	0.9315068493150684	[1.0, 1.0, 0.9285714285714286, 1.0, 1.0, 0.5714285714285714, 0.0]	0.7857142857142857
nɑ˩ʈʂʰɯ˥ ɖɯ˩lo˧ʈʂʰɯ˧	nɑ˩ʈʂʰɯ˥ ɖɯ˩lo˧ʈʂʰɯ˧	['nɑ˩ʈʂʰɯ˥', 'ɖɯ˩lo˧ʈʂʰɯ˧']	['nɑ˩ʈʂʰɯ˥', 'ɖɯ˩lo˧ʈʂʰɯ˧']	0	1.0	[1.0, 1.0]	1.0
ə˧ɲi˧tsʰi˧ɲi˧ ɖɯ˧sɑ˥ mɤ˧ʝi˧ɲi˥ze˩mæ˩ lv̩˧ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧ɬi˧kʰɯ˥	ə˧ɲi˧tsʰi˧ɲi˧ ɖɯ˧sɑ˥ mɤ˧ɲi˧ze˩mæ˩ lv̩˧ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧ɬi˧kʰɯ˧˥	['ə˧ɲi˧tsʰi˧ɲi˧', 'ɖɯ˧sɑ˥', 'mɤ˧ʝi˧ɲi˥ze˩mæ˩', 'lv̩˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧ɬi˧kʰɯ˥']	['ə˧ɲi˧tsʰi˧ɲi˧', 'ɖɯ˧sɑ˥', 'mɤ˧ɲi˧ze˩mæ˩', 'lv̩˧', 'ʈʂʰɯ˧ne˧ʝi˥', 'tʰi˧ɬi˧kʰɯ˧˥']	0	0.953125	[1.0, 1.0, 0.8148148148148148, 1.0, 1.0, 0.9565217391304348]	0.9618894256575417
ʂɯ˧hĩ˧ʈʂʰɯ˧ ɖɯ˧kʰɤ˧pɤ˧pɤ˥hĩ˩lɑ˩ əəə…le˧pv̩˧hĩ˧tʰv̩˧ ɲi˧ɲi˧dzɯ˧di˧˥ pɤ˧pɤ˥hĩ˩tʰv̩˩ ʂɯ˧hĩ˧bv̩˧ ɖɯ˧tci˩pɤ˩pɤ˩hĩ˩ ʐɯ˧ ʐwæ˩ɲi˥ze˩wɤ˩	ʂɯ˧hĩ˧ʈʂʰɯ˧ ɖɯ˧kʰɤ˧pɤ˧pɤ˥hĩ˩lɑ˩ əə…le˧pv̩˧hĩ˧tʰv̩˧ ɲi˧ɲi˧dzɯ˧di˧˥ pɤ˧pɤ˥hĩ˩tʰv̩˩ ʂɯ˧hĩ˧bv̩˥ ɖɯ˧tɕʰi˩pɤ˩po˩hĩ˩ ʐɯ˧ ʐwæ˩ɲi˥ze˩wɤ˩	['ʂɯ˧hĩ˧ʈʂʰɯ˧', 'ɖɯ˧kʰɤ˧pɤ˧pɤ˥hĩ˩lɑ˩', 'əəə…le˧pv̩˧hĩ˧tʰv̩˧', 'ɲi˧ɲi˧dzɯ˧di˧˥', 'pɤ˧pɤ˥hĩ˩tʰv̩˩', 'ʂɯ˧hĩ˧bv̩˧', 'ɖɯ˧tci˩pɤ˩pɤ˩hĩ˩', 'ʐɯ˧', 'ʐwæ˩ɲi˥ze˩wɤ˩']	['ʂɯ˧hĩ˧ʈʂʰɯ˧', 'ɖɯ˧kʰɤ˧pɤ˧pɤ˥hĩ˩lɑ˩', 'əə…le˧pv̩˧hĩ˧tʰv̩˧', 'ɲi˧ɲi˧dzɯ˧di˧˥', 'pɤ˧pɤ˥hĩ˩tʰv̩˩', 'ʂɯ˧hĩ˧bv̩˥', 'ɖɯ˧tɕʰi˩pɤ˩po˩hĩ˩', 'ʐɯ˧', 'ʐwæ˩ɲi˥ze˩wɤ˩']	0	0.9699248120300752	[1.0, 1.0, 0.9743589743589743, 1.0, 1.0, 0.9090909090909091, 0.8571428571428571, 1.0, 1.0]	0.9711769711769712
ə˧ʝi˧ʂɯ˥ʝi˩ ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩ əəə…qv̩˧ɻ̍˧ pi˧hĩ˧ ɖɯ˧ʝi˧dzi˩ɲi˩tsɯ˩ mv̩˩ qv̩˧ɻ̍˧ʁo˧qʰwɤ	ə˧ʝi˧ʂɯ˥ʝi˩ ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩ əə…qv̩˧ɻ̍˧pi˧hĩ˧ɖɯ˩ʝi˩dzi˩ɲi˩tsɯ˩ mv̩˩ qv̩˧ɻ̍˧ʁo˧qʰwɤ˥	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩', 'əəə…qv̩˧ɻ̍˧', 'pi˧hĩ˧', 'ɖɯ˧ʝi˧dzi˩ɲi˩tsɯ˩', 'mv̩˩', 'qv̩˧ɻ̍˧ʁo˧qʰwɤ']	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ɖɯ˧ʑi˩ɻ̍˩ʈʂʰɯ˩dʑo˩', 'əə…qv̩˧ɻ̍˧pi˧hĩ˧ɖɯ˩ʝi˩dzi˩ɲi˩tsɯ˩', 'mv̩˩', 'qv̩˧ɻ̍˧ʁo˧qʰwɤ˥']	-2	0.9540229885057471	[1.0, 1.0, 0.4444444444444444, 0.0, 0.125, 0.0, 0.0]	0.36706349206349204
ɳɯ˩dʑɯ˥lɑ˩ v̩˩tsʰɤ˧lɑ˥ɲi˩wɤ˩ v̩˩tsʰɤ˧tæ˧pv̩˥lɑ˩ɲi˩ ə˧ji˧ʂɯ˥ʝi˩	ɳɯ˩dʑɯ˥lɑ˩ v̩˩tsʰɤ˧lɑ˥ɲi˩ v̩˩tsʰɤ˧tæ˧pv̩˥lɑ˩ɲi˩ ə˧ʝi˧ʂɯ˥ʝi˩	['ɳɯ˩dʑɯ˥lɑ˩', 'v̩˩tsʰɤ˧lɑ˥ɲi˩wɤ˩', 'v̩˩tsʰɤ˧tæ˧pv̩˥lɑ˩ɲi˩', 'ə˧ji˧ʂɯ˥ʝi˩']	['ɳɯ˩dʑɯ˥lɑ˩', 'v̩˩tsʰɤ˧lɑ˥ɲi˩', 'v̩˩tsʰɤ˧tæ˧pv̩˥lɑ˩ɲi˩', 'ə˧ʝi˧ʂɯ˥ʝi˩']	0	0.9586776859504132	[1.0, 0.9032258064516129, 1.0, 0.9090909090909091]	0.9530791788856305
hɑ˧ ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩ ʈʂʰɯ˧qʰwɤ˧pɤ˥ ʈʂʰɯ˧ɖɯ˧ɖɯ˧ ʈʂʰɯ˧ɖɯ˧ɖɯ˧hĩ˧ʈʂʰɯ˧bæ˧ ŋwɤ˧qʰwɤ˩	hɑ˧ ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩ ʈʂʰɯ˧ qʰwɤ˩pɤ˧˥ ʈʂʰɯ˧ ɖɯ˧ɖɯ˧ʂɯ˧ɖɯ˧ɭɯɖɯ˧hĩ˧ ʂʰɯ˧bæ˧˥ ŋwɤ˧qʰwɤ˩	['hɑ˧', 'ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩', 'ʈʂʰɯ˧qʰwɤ˧pɤ˥', 'ʈʂʰɯ˧ɖɯ˧ɖɯ˧', 'ʈʂʰɯ˧ɖɯ˧ɖɯ˧hĩ˧ʈʂʰɯ˧bæ˧', 'ŋwɤ˧qʰwɤ˩']	['hɑ˧', 'ŋwɤ˩bæ˩hĩ˥ʈʂʰɯ˩', 'ʈʂʰɯ˧', 'qʰwɤ˩pɤ˧˥', 'ʈʂʰɯ˧', 'ɖɯ˧ɖɯ˧ʂɯ˧ɖɯ˧ɭɯɖɯ˧hĩ˧', 'ʂʰɯ˧bæ˧˥', 'ŋwɤ˧qʰwɤ˩']	2	0.9202453987730062	[1.0, 1.0, 0.5555555555555556, 0.2, 0.35714285714285715, 0.06666666666666667]	0.5298941798941799
tʰi˩˥ go˧mi˧ tʰv̩˧v̩˧ɳɯ˩dʑo˩ gɤ˩ʈʂʰv̩˩˥ tʰi˧ʈʂʰv̩˧˥ dʑo	tʰi˩˥ go˧mi˧ ʈʂʰv̩˧v̩˧ɳɯ˩dʑo˩ gɤ˩ʈʂʰv̩˧˥ tʰi˧ʈʂʰɻ̍˧˥ dʑo˩	['tʰi˩˥', 'go˧mi˧', 'tʰv̩˧v̩˧ɳɯ˩dʑo˩', 'gɤ˩ʈʂʰv̩˩˥', 'tʰi˧ʈʂʰv̩˧˥', 'dʑo']	['tʰi˩˥', 'go˧mi˧', 'ʈʂʰv̩˧v̩˧ɳɯ˩dʑo˩', 'gɤ˩ʈʂʰv̩˧˥', 'tʰi˧ʈʂʰɻ̍˧˥', 'dʑo˩']	0	0.9107142857142857	[1.0, 1.0, 0.9032258064516129, 0.9, 0.8181818181818182, 0.8571428571428571]	0.9130917469627147
tʰi˩˥ zo˩no˥ əəə…zo˧mv̩˥lɑ˩ le˧ʐɤ˧tʰv̩˧ ʑi˧qʰwɤ˧lɑ˧ le˧tsʰi˧tʰv̩˧ əəə…mv̩˧di˧lɑ˥ le˧pæ˧˥ tʰv̩˩ ɖʐe˧lɑ˧ dʑo˧tsɯ˧˥ mv̩	tʰi˩˥ zo˩no˥ ə…zo˧mv̩˥lɑ˩ le˧ʐɤ˩tʰv̩˩˧ ʑi˧qʰwɤ˧lɑ˧ le˧tsʰi˧tʰv̩˧ əə…mv̩˧di˧lɑ˥ le˧pæ˧˥tʰv̩˧ ɖʐe˧lɑ˧ dʑo˩tsɯ˧˥ mv̩˩	['tʰi˩˥', 'zo˩no˥', 'əəə…zo˧mv̩˥lɑ˩', 'le˧ʐɤ˧tʰv̩˧', 'ʑi˧qʰwɤ˧lɑ˧', 'le˧tsʰi˧tʰv̩˧', 'əəə…mv̩˧di˧lɑ˥', 'le˧pæ˧˥', 'tʰv̩˩', 'ɖʐe˧lɑ˧', 'dʑo˧tsɯ˧˥', 'mv̩']	['tʰi˩˥', 'zo˩no˥', 'ə…zo˧mv̩˥lɑ˩', 'le˧ʐɤ˩tʰv̩˩˧', 'ʑi˧qʰwɤ˧lɑ˧', 'le˧tsʰi˧tʰv̩˧', 'əə…mv̩˧di˧lɑ˥', 'le˧pæ˧˥tʰv̩˧', 'ɖʐe˧lɑ˧', 'dʑo˩tsɯ˧˥', 'mv̩˩']	-1	0.9478260869565217	[1.0, 1.0, 0.9230769230769231, 0.8695652173913043, 1.0, 1.0, 0.9629629629629629, 0.7368421052631579, 0.0, 0.125, 0.0, 0.0]	0.6347872673911957
ə˧mi˧ʈʂʰɯ˧ tʰi˩˥ mmm…ʐv̩˧di˧dʑo˧˥ ɖɯ˧ʝi˧ɲi˩ze˩mæ˩ ə˩gi˩ dʑɯ˩ʁo˩ʁo˩to˥ ɖɯ˩tɕo˧fæ˧hĩ˧ ɖɯ˧ʝi˧qo˧ dʑo˩ɲi˩ho˥ze˩mæ˩	ə˧mi˧ʈʂʰɯ˧ tʰi˩˥ mm… ʐv̩˧di˧ɖʑo˩v̩˥ ɖɯ˧ʝi˧ɲi˩ze˩mæ˩ ə˩go˩ dʑɯ˩ʁo˩ʁo˩to˥ ɖɯ˧tɕo˧˥ fsæ˧hĩ˩ ɖɯ˧ʝi˧qo˥ dʑo˧ɲi˩˧ho˩ze˩mæ˩	['ə˧mi˧ʈʂʰɯ˧', 'tʰi˩˥', 'mmm…ʐv̩˧di˧dʑo˧˥', 'ɖɯ˧ʝi˧ɲi˩ze˩mæ˩', 'ə˩gi˩', 'dʑɯ˩ʁo˩ʁo˩to˥', 'ɖɯ˩tɕo˧fæ˧hĩ˧', 'ɖɯ˧ʝi˧qo˧', 'dʑo˩ɲi˩ho˥ze˩mæ˩']	['ə˧mi˧ʈʂʰɯ˧', 'tʰi˩˥', 'mm…', 'ʐv̩˧di˧ɖʑo˩v̩˥', 'ɖɯ˧ʝi˧ɲi˩ze˩mæ˩', 'ə˩go˩', 'dʑɯ˩ʁo˩ʁo˩to˥', 'ɖɯ˧tɕo˧˥', 'fsæ˧hĩ˩', 'ɖɯ˧ʝi˧qo˥', 'dʑo˧ɲi˩˧ho˩ze˩mæ˩']	2	0.8947368421052632	[1.0, 1.0, 0.3157894736842105, 0.27586206896551724, 0.2, 0.3333333333333333, 0.2962962962962963, 0.5882352941176471, 0.16666666666666666]	0.46402034811818565
